000009503 Gatza, Marene 3.67 2021
621404786 Dearment, Volusiano 0.45 2020
621408467 Heacox, Daida 0.10 2020
621419951 Vasher, Jimena 2.34 2021
621444937 Keppers, Geertje 1.55 2021
621460360 Schneeman, Marjorie 4.41 2022
621462990 Taualii, Carima 0.98 2021
621463769 Bambach, Sumaya 0.72 2021
621471860 Blackgoat, Carrasca 3.00 2020
621478369 Pritcher, Ainhoa 2.94 2021
621483983 Kalp, Gro 3.89 2021
621489508 Lagarde, Qiong 1.18 2020
621518639 Mcgillis, Harmanpreet 0.64 2018
621519131 Warnes, Begoñe 0.39 2019
621526276 Smyrl, Maryam 2.39 2018
621542591 Hosoi, Tammara 0.17 2022
621548811 Westerlund, Gumaro 1.86 2020
621559830 Phinney, Crystal 4.12 2020
621571596 Lubelski, Maitena 2.19 2018
621575031 Mullany, Gavrila 2.11 2020
621581440 Kodish, Bent 3.36 2019
621599196 Reichelderfer, Mansor 4.85 2022
621621036 Pulis, Tomita 1.90 2018
621663596 Poitra, Devala 3.38 2022
621668193 Laplante, Moussa 1.58 2020
621671845 Szwede, Wenjuan 4.81 2018
621681312 Shartrand, Qiao 2.28 2022
621706215 Wintringham, Haley 3.94 2019
621716632 Goepfarth, Song 0.04 2019
621717422 Alesna, Nelya 2.74 2021
621749277 Vitellaro, Guasimara 1.42 2020
621754394 Roam, Fouad 4.79 2021
621758144 Sidwell, Bree 4.62 2019
621760739 Logie, Torri 2.54 2022
621764606 Stumph, Sylvester 3.02 2018
621771347 Decourt, Festus 0.10 2020
621791384 Pines, Eve 4.15 2022
621796935 Lappin, Marivic 1.25 2018
621798521 Wiktor, Delfi 2.30 2021
621800538 Arbry, Aysel 4.70 2021
621801888 Stelluti, Mildrey 4.23 2018
621809516 Meir, Tasio 2.85 2018
621813482 Lionetti, Naray 4.14 2019
621820953 Dolak, Samiha 0.86 2022
621821541 Stuckmeyer, Olive 1.97 2021
621836721 Newkirk, Satiro 0.32 2018
621839881 Broglie, Soufia 1.19 2019
621841846 Cooch, Junhao 2.94 2022
621843414 Nonemaker, Fayez 2.06 2021
621847361 Wasicek, Vardan 3.43 2018
621855754 Fogerty, Yonka 3.14 2020
621864285 Hauptmann, Yamil 4.13 2022
621868315 Peirce, Mina 1.72 2020
621874182 Bio, Katrin 2.61 2021
621878499 Leetch, Guangrong 4.87 2020
621892122 Rodi, Zamfira 4.87 2021
621900050 Burian, Nohaila 1.39 2019
621906369 Hufnagel, Gartxot 2.18 2020
621909548 Renker, Monalisa 4.52 2020
621914831 Aleshire, Noriman 1.48 2022
621950157 Hershman, Rhona 4.29 2022
621951694 Yongue, Aiste 1.77 2021
621952580 Eisman, Ka 2.63 2019
621956733 Malboeuf, Nasera 2.27 2021
621958810 Pichoff, Dafina 2.54 2021
621981806 Vanegas, Anaid 0.37 2020
621985320 Stford, Chiquinquira 3.87 2020
621989150 Dewees, Jacobus 1.35 2019
621992126 Avey, Iñake 4.86 2020
622001112 Ettel, Nerijus 2.22 2022
622005265 Sawinski, Silviana 4.77 2022
622013342 Macdougald, Costica 3.97 2018
622026768 Sajovic, Larbi 2.41 2018
622035539 Bakios, August 4.46 2019
622040418 Winters, Idy 0.99 2020
622048341 Sorlie, Laimute 1.30 2018
622060283 Ghiringhelli, Agora 4.27 2021
622068002 Tokkesdal, Jonnie 0.46 2021
622081652 Supnet, Cosima 2.98 2018
622092188 Humbel, Siyi 3.01 2019
622093756 Blank, Adam 3.33 2019
622112766 Verba, Jeffrey 1.01 2020
622113376 Reiswig, Florbela 1.93 2021
622124247 Fleisner, Aiyana 2.87 2022
622135983 Kato, Lingzhu 4.30 2020
622160101 Tripp, Karamba 2.51 2019
622178562 Hiemer, Leonido 3.13 2022
622181750 Gumphrey, Aymara 0.70 2021
622181354 Woodward, Alvino 4.60 2021
622182618 Tipping, Frauke 1.03 2022
622204549 Astorino, Echo 0.86 2020
622223157 Epperson, Ramia 0.48 2022
622232354 Kneeskern, Felisardo 4.86 2022
622236980 Garnache, Aizane 0.81 2021
622237984 Houde, Yerson 0.37 2019
622239723 Lehnertz, Bartolomea 3.96 2021
622243644 Allums, Apsara 3.25 2018
622259225 Graubard, Meizhu 0.95 2018
622260154 Haddix, Zydrunas 0.51 2020
622260508 Cordovi, Almeta 4.07 2018
622273197 Redkey, Micaela 1.40 2021
622286631 Zgoda, Shuangli 2.20 2019
622296004 Howett, Wenche 1.78 2022
622317158 Schuhmacher, Mitica 1.33 2021
622319442 Bredehoft, Willetta 1.18 2020
622338989 Musacchio, Ekhiotz 3.09 2019
622339365 Cokins, Icaro 3.48 2021
622348343 Failor, Kaye 3.37 2022
622377970 Warder, Lucinda 2.36 2021
622390297 Rapone, Neus 2.95 2020
622394718 Strathy, Illan 4.63 2022
622396296 Neuman, Calixta 4.84 2019
622399235 Rooks, Galo 2.99 2021
622423754 Buteux, Brihaspati 2.17 2020
622424455 Mckasson, Nazareth 3.57 2022
622449104 Biddle, Jafet 1.99 2020
622455710 Moad, Tisa 3.76 2021
622461654 Coppersmith, Valrie 4.19 2018
622466896 Nass, Pierpaolo 2.94 2018
622470711 Snoots, Iqra 2.30 2018
622471950 Wilhelmy, Santi 0.36 2018
622504171 Nevilles, Fatma 2.07 2020
622515365 Hilyard, Birgitte 0.22 2019
622526458 Carol, Bee 2.10 2020
622532860 Sally, Violant 1.37 2022
622542805 Hussian, Honorata 2.39 2021
622543915 Wortley, Dany 4.44 2018
622556754 Reynoza, Jaira 0.24 2019
622582996 Lundgren, Nighat 4.17 2021
622605999 Moeckel, Cindia 4.14 2020
622605599 Arlen, Jesusita 1.84 2021
622611083 Mowrer, Prince 2.16 2022
622636477 Stauss, Rokas 1.70 2018
622640537 Guardipee, Nelea 2.13 2018
622671906 Purdum, Sidonio 3.58 2020
622678545 Langeness, Todor 1.36 2018
622697256 Chon, Oiartza 0.33 2018
622698870 Cavanaugh, Wenwu 3.56 2021
622705668 Saleha, Wyatt 1.48 2020
622712757 Hodson, Qiao 0.78 2019
622716720 Bever, Salud 4.29 2018
622729120 Hampel, Rosmari 4.91 2020
622732579 Seacat, Veremundo 0.67 2022
622733614 Schulist, Juliet 2.33 2021
622744683 Croutch, Achille 4.27 2020
622747408 Hagel, Gumercindo 4.46 2018
622778009 Witfield, Zhonghai 4.48 2019
622798189 Mothershead, Benyahia 2.69 2021
622810023 Uptain, Gherghina 0.62 2018
622813305 Legore, Teresia 4.67 2022
622824601 Stupar, Danyell 4.94 2022
622851006 Fulginiti, Jeyson 4.10 2019
622853815 Schwerdt, Ethelyn 3.10 2020
622893673 Bozwell, Gurmit 1.63 2022
622913893 Hoard, Andres 1.48 2021
622921114 Polski, Baldomera 3.49 2021
622939086 Rymut, Johnetta 5.00 2022
622951891 Caudillo, Cristobal 3.18 2020
622959473 Beckerdite, Bienvenida 4.93 2022
622968914 Bumm, Yongli 2.11 2018
623006119 Pennypacker, Pan 2.46 2020
623015253 Wetklow, Xeber 4.88 2022
623036508 Havercroft, Andriana 0.20 2020
623038235 Bogar, Zhenzhen 0.71 2018
623050240 Ree, Kuldip 4.40 2022
623050642 Citro, Eukeni 2.55 2019
623052877 Geniesse, Diego 2.64 2020
623065531 Adas, Ganesh 4.76 2021
623074932 Melgoza, Verginia 2.67 2019
623101591 Motl, Yongjian 3.93 2021
623101333 Juras, Denese 4.65 2020
623125631 Toussand, Devid 2.37 2019
623128370 Waterford, Bilma 2.05 2020
623130524 Ortwein, Naiala 2.17 2018
623134112 Mulhern, Faiz 1.45 2019
623162913 Menz, Basilio 2.52 2021
623164916 Fairbairn, Maturino 2.08 2021
623172678 Blew, Aniceta 0.77 2022
623173057 Jakobsen, Brenna 2.45 2018
623181270 Harapat, Babar 4.21 2019
623187704 Pradel, Choukri 1.60 2019
623190717 Tako, Meda 3.11 2022
623197267 Branting, Crispina 2.65 2018
623217418 Robison, Enmanuela 0.89 2018
623222777 Determann, Jack 4.18 2019
623232586 Sibounma, Jessica 2.09 2019
623235733 Schmalz, Tangela 4.84 2018
623237599 Hatheway, Rilma 1.33 2022
623243644 Betzler, Mahyub 2.40 2018
623251658 Donohoe, Shemika 2.09 2018
623263103 Plunkett, Asahel 1.69 2022
623266404 Kutil, Abdeluahid 3.71 2018
623279551 Spurlin, Ersilia 4.16 2021
623286205 Cortese, Serguei 2.49 2019
623288388 Achorn, Ithan 3.77 2019
623294713 Dematteo, Jeremie 4.43 2019
623296103 Buczak, Fabiane 2.13 2018
623308012 Beegle, Ghizlan 0.89 2018
623317517 Calemine, Sinesia 1.36 2022
623320025 Anand, Marleen 4.96 2022
623322818 Grames, Heliana 1.23 2021
623330629 Broadstreet, Eustolia 4.74 2022
623341333 Tijerina, Samuil 2.60 2018
623354277 Suennen, Cleto 2.18 2018
623360427 Latin, Esther 0.43 2018
623368419 Eberspacher, Gena 1.74 2021
623378831 Papps, Rosalind 1.95 2019
623381706 Colop, Luzdivina 3.84 2019
623387125 Stonefield, Dianne 4.15 2020
623400309 Cobos, Mesbah 1.12 2018
623402401 Chawla, Adalbert 4.55 2021
623411525 Colla, Ima 2.36 2022
623421183 Larowe, Carole 4.12 2021
623430372 Wildermuth, Zhibin 1.52 2022
623432652 Gabor, Umayma 0.20 2021
623454878 Tunison, Deandrea 1.98 2019
623470158 Sarinsky, Matxalen 1.17 2021
623495295 Erazo, Vernita 4.25 2020
623503527 Gonzalaz, Ursicino 4.76 2018
623504710 Milera, Roly 0.67 2018
623504248 Jaskolka, Sigifredo 4.65 2020
623532532 Jandris, Lukene 1.38 2022
623534199 Regalbuto, Cesareo 2.84 2021
623542495 Watrs, Salif 2.31 2018
623548546 Zemaitis, Ryann 2.34 2018
623563231 Kinnick, Ayoze 2.43 2022
623575295 Dronen, Jasper 2.66 2022
623577749 Nedrow, Qiaoyun 4.20 2021
623582534 Dockery, Anneke 4.62 2019
623584925 Pucci, Egidio 1.72 2021
623601581 Ortegon, Candelas 3.81 2018
623605189 Angers, Oumar 4.10 2020
623605360 Surprise, Iliya 1.33 2019
623617334 Miker, Beckie 1.92 2022
623636353 Spackman, Najat 2.96 2019
623657541 Chrestman, Rickey 0.83 2021
623658411 Meucci, Qiana 1.73 2021
623683826 Duchon, Almira 4.90 2021
623683952 Cucco, Evarist 4.88 2019
623713135 Ladden, Olimpia 2.57 2018
623713600 Bicknase, Dwight 2.60 2022
623720030 Meeder, Ashlie 2.72 2018
623739570 Dragt, Categorias 4.17 2022
623740151 Neumann, Yunan 1.44 2022
623749463 Glaspie, Eliseu 3.98 2021
623755145 Chlebus, Benito 1.68 2019
623762586 Boardley, Chauncey 4.95 2020
623766194 Irby, Rodayna 1.04 2021
623769044 Antione, Abderraouf 2.94 2020
623778277 Stommes, Vitalino 1.65 2018
623778715 Gathman, Corrado 2.30 2020
623794046 Agner, Clementine 3.27 2020
623799163 Griffitts, Abderrahaman 4.44 2020
623813689 Nicholas, Qadeer 2.50 2022
623825431 Smelser, Yaima 2.85 2020
623860153 Salt, Gisele 4.35 2022
623864982 Magette, Tiago 1.50 2019
623872675 Arkenberg, Lavada 4.28 2020
623884632 Tredwell, Tamara 4.35 2020
623886879 Hibben, Spyridon 3.66 2018
623893481 Cahoon, Calvin 0.83 2020
623901062 Onifade, Maryuri 3.13 2019
623909041 Coble, Adhemar 1.63 2021
623914497 Lausier, Brianne 0.19 2020
623915320 Fussell, Miledy 2.84 2022
623942373 Ramal, Hirune 0.37 2021
623948111 Aguada, Zaim 4.23 2019
623955250 Thelemaque, Adrianus 3.12 2021
623961629 Plassmann, Sigifredo 3.40 2022
623963351 Klopf, Gueye 1.39 2020
623966927 Vandoren, Ezzahraa 2.58 2018
623971674 Castros, Cecilia 1.50 2019
623972389 Titman, Valero 1.76 2020
623984102 Manicchio, Kristyna 1.36 2020
623990581 Gutekunst, Linfeng 4.51 2022
623990964 Hulan, Abraan 2.69 2020
623995678 Alpern, Yashi 1.71 2021
623998232 Shehane, Steliyan 0.17 2020
624001716 Landing, Dieneba 4.04 2018
624001097 Tabicas, Danylo 2.42 2018
624017304 Fahl, Ornela 4.99 2022
624024458 Falconio, Lorena 0.95 2020
624032840 Banke, Anicia 0.98 2018
624048861 Ouzts, Abilia 4.91 2021
624067906 Langfield, Kaci 3.12 2021
624069857 Mazurek, Jasna 3.13 2018
624075015 Cummer, Carylon 4.54 2022
624078122 Silvano, Kausar 1.60 2018
624081847 Dunnegan, Minel 3.89 2022
624108433 Aguliar, Gigliola 0.69 2020
624109947 Igles, Ortzi 1.31 2022
624113403 Kennett, Bettyann 3.77 2018
624136604 Vanek, Djiby 3.34 2019
624136265 Whirry, Hongbin 0.56 2018
624137386 Nemes, Queen 1.90 2019
624154230 Branning, Melanio 2.97 2020
624157104 Dogan, Bogumila 0.99 2019
624174825 Fiebich, Plinio 0.86 2022
624183808 Shertzer, Xabi 0.76 2022
624184009 Tafel, Edivaldo 3.90 2021
624190278 Baria, Hai 4.31 2019
624198264 Bodo, Antenor 2.90 2022
624199180 Threat, Julia 0.40 2021
624205599 Sterba, Elvira 0.44 2020
624210379 Faine, Javer 4.20 2020
624225455 Cuffari, Suso 4.54 2021
624233601 Karakas, Aretha 2.40 2021
624285584 Winders, Capitulina 2.91 2020
624290438 Wakula, Abdelmayid 3.53 2022
624290173 Maschmeyer, Alessandra 1.67 2020
624304060 Kromrey, Arene 1.22 2018
624368795 Lepard, Neli 0.96 2021
624384026 Maccallum, Amarilis 0.56 2021
624389871 Lamaitre, Pok 3.82 2020
624394833 Hossain, Toncho 1.76 2018
624401733 Poth, Olha 3.36 2020
624414599 Keiswetter, Warner 1.41 2019
624427766 Stinson, Enmanuel 0.98 2022
624427100 Lolling, Abderhim 0.57 2018
624430882 Obeirne, Zoubir 2.23 2020
624439849 Brillhart, Joane 3.14 2021
624460540 Tapia, Suely 3.46 2019
624460027 Kellin, Grisha 3.11 2022
624461362 Carby, Igotz 2.67 2020
624472448 Perdue, Trifon 4.02 2021
624497079 Covil, Yari 3.85 2020
624499113 Tesch, Duane 3.06 2022
624512232 Biegler, Malle 1.40 2018
624517869 Moceri, Cuifen 0.09 2018
624520115 Picardi, Nemesia 1.16 2020
624547551 Pelyo, America 0.39 2018
624551375 Timus, Aldin 0.64 2019
624562815 Pestka, Renda 4.46 2019
624564804 Shackford, Teogenes 0.26 2018
624606019 Birky, Yoseba 0.81 2020
624607060 Kanatzar, Lei 4.05 2019
624614419 Peckham, Valya 1.36 2022
624645358 Pennock, Iciar 3.83 2018
624668605 Donota, Paulo 1.20 2022
624687811 Kreissler, Shondra 3.37 2021
624687395 Paretti, Terina 4.03 2018
624697605 Cinar, Alyssa 1.28 2020
624698282 Koci, Raquel 0.36 2021
624700691 Brittsan, Ollie 1.56 2018
624710883 Koehly, Andrews 2.34 2019
624715751 Derham, Roxie 2.97 2022
624727450 Madina, Bobi 0.30 2021
624729361 Willmes, Arturo 3.63 2019
624742479 Seelig, Christal 0.64 2020
624750631 Oquin, Amran 0.68 2018
624751895 Armelin, Stanca 2.51 2019
624761222 Mcphearson, Zaher 3.42 2022
624772784 Ferdinandsen, Kathe 4.87 2021
624786127 Haggart, Milvia 0.09 2019
624786820 Brienza, Lyndsey 3.30 2018
624794335 Dragun, Piedrasantas 3.36 2019
624822775 Media, Marga 0.03 2021
624825233 Mcroberts, Barrie 3.93 2019
624828935 Cejka, Noemia 3.57 2022
624829620 Quintin, Azuzena 2.11 2021
624835756 Ceja, Taufik 1.14 2018
624841409 Ege, Berengario 1.51 2022
624845821 Estronza, Melecio 0.69 2019
624846030 Machesky, Sybil 4.39 2022
624849993 Rogosky, Caroline 2.36 2020
624850277 Sauce, Ghaffar 3.66 2022
624855187 Minckler, Ico 4.59 2021
624860843 Aponta, Hiram 4.67 2020
624869125 Delagado, Attilio 2.90 2020
624884765 Given, Abdeljebbar 1.94 2021
624887388 Smoldt, Armelle 1.14 2022
624887314 Lechleidner, Dilenia 0.54 2019
624897740 Arnsberger, Soumeya 0.45 2021
624906417 Hobson, Nazan 2.20 2020
624931985 Kakacek, Valdefuentes 0.80 2021
624935185 Faucette, Carlina 1.74 2020
624949169 Cragar, Agurne 3.06 2020
624950447 Quincy, Moulaye 4.57 2019
624960562 Fawver, Zamfir 2.53 2020
624967485 Cassano, Abdesslam 1.15 2020
624976006 Hairfield, Jamika 3.94 2018
624980339 Mainland, Veronel 3.30 2019
624990738 Kroesing, Anje 1.46 2019
624998341 Fuerstenberge, Ladislada 2.49 2022
625012699 Groene, Kimberli 3.69 2021
625018175 Sharper, Viktorija 3.94 2018
625035936 Harbert, Noufal 3.96 2019
625037619 Balaz, Vinita 3.47 2020
625127495 Cullum, Sagara 1.57 2022
625127193 Kean, Bintu 3.57 2021
625131711 Alvino, Macrino 0.20 2021
625136318 Lorts, Kenza 3.18 2022
625137270 Deltora, Monnie 2.23 2019
625138301 Tanweer, Saed 1.48 2020
625164825 Jacquemin, Magdalene 2.79 2020
625177309 Phelts, Nuhaila 4.67 2019
625178306 Spirek, Marlucia 3.85 2019
625188019 Saal, Changqing 4.77 2018
625191560 Beyersdorf, Eluska 1.95 2019
625192371 Tebow, Nama 1.01 2022
625194048 Faxon, Keven 0.73 2021
625198600 Solomons, Yongli 4.72 2022
625198655 Folkner, Cleveland 4.35 2021
625204578 Willenborg, Joesph 2.82 2020
625212864 Esannason, Zulaica 4.39 2018
625223570 Yalon, Etienne 0.87 2020
625239401 Kuca, Arquimedes 0.31 2020
625241381 Jaquins, Musah 2.21 2021
625251493 Shea, Elli 4.63 2022
625258767 Razinger, Rodolfo 0.20 2022
625262690 Cheshier, Revaz 3.90 2018
625265490 Feno, Assiya 1.36 2018
625272068 Elam, Sausan 0.41 2018
625292342 Grossnickle, Karamba 0.27 2018
625297268 Pridham, Atiqa 4.40 2022
625305240 Gnoza, Adorinda 4.25 2022
625336895 Liston, Urszula 1.54 2019
625342023 Leftwich, Abdelkhalek 1.46 2020
625371491 Vandamme, Vali 1.85 2020
625383766 Messerschmidt, Rosaura 1.30 2019
625411642 Gerhard, Zeineb 3.82 2022
625438815 Zibelli, Benvingut 1.92 2021
625439298 Kevwitch, Valrie 4.64 2019
625445578 Kinderknecht, Orosia 1.92 2019
625451041 Harman, Ramdan 1.18 2018
625452976 Baumgart, Wim 1.08 2018
625457673 Yacono, Choudhry 1.64 2021
625493668 Osbon, Theodoros 1.14 2021
625496675 Brost, Erina 3.69 2022
625504648 Mavity, Mammat 3.94 2020
625504128 Gumphrey, Florenci 4.90 2021
625507798 Kalberg, Jordon 3.25 2022
625521973 Bookbinder, Andera 3.03 2022
625539385 Stallcup, Anselmo 4.84 2021
625541422 Marksberry, Dimitrinka 1.39 2020
625551243 Mccleery, Teudiselo 2.17 2019
625554719 Wildberger, Bet 4.59 2020
625567115 Radmall, Felician 2.45 2018
625597750 Linda, Nora 0.18 2022
625598049 Branam, Ayad 3.58 2022
625604609 Burnell, Belkys 4.61 2020
625612854 Pennelle, Gregor 2.42 2021
625615931 Serum, Uberney 4.63 2022
625620567 Vanconey, Oystein 3.77 2021
625635305 Geigel, Arfang 2.51 2018
625666870 Salatino, Inge 3.31 2021
625668790 Torreblanca, Badreddin 0.58 2022
625678179 Hessel, Dawne 3.50 2018
625678592 Falcone, Abdelouahad 1.88 2019
625706272 Broad, Inar 2.53 2020
625720465 Chapparo, Horatio 0.71 2018
625731196 Troutner, Bianca 0.95 2021
625732537 Zieg, Carlo 0.86 2020
625732529 Diegel, Amaro 0.64 2020
625733506 Tymeson, Jacqualine 2.07 2018
625733463 Cherry, Lien 2.99 2022
625743431 Fissell, Andalucia 0.63 2018
625747193 Laskowitz, Janie 1.91 2022
625754595 Pippin, Zulaika 4.24 2020
625766742 Gollnick, Ayrton 3.32 2020
625769945 Musi, Kiana 2.72 2020
625771398 Liston, Abdelghafour 4.06 2020
625777644 Urfer, Fabiano 0.55 2018
625779304 Skirvin, Afrodisia 2.87 2019
625782591 Haffey, Ottavio 0.85 2018
625786131 Virzi, Innocent 4.78 2018
625788087 Pensis, Dannielle 2.21 2022
625792462 Appl, Jannet 2.31 2019
625801226 Shahid, Almike 4.50 2018
625811216 Dornfeld, Ahitor 2.36 2020
625829906 Krupski, Reatha 4.18 2022
625831379 Ebbesen, Giampaolo 1.18 2019
625832909 Dowell, Stacia 0.43 2019
625833707 Hageman, Ziqi 0.20 2021
625845724 Emfinger, Basilisa 1.96 2018
625845461 Godfray, Skye 3.03 2019
625846513 Hartwell, Eugeniu 0.16 2018
625849841 Balcomb, Yazza 0.24 2019
625855700 Tamashiro, Acracio 3.41 2019
625856164 Paxton, Crescente 2.82 2020
625860010 Sixkiller, Wensheng 3.31 2019
625870698 Fleig, Limpia 3.59 2020
625881448 Hardell, Grau 0.63 2021
625886591 Piwetz, Reinelda 3.56 2019
625891199 Tumminia, Talita 4.47 2021
625898900 Kraut, Fidelia 0.49 2021
625927732 Kou, Mikalai 3.67 2021
625937944 Faltz, Rhoda 2.89 2021
625944898 Zuclich, Jewel 0.33 2019
625956289 Gadbois, Anglea 2.78 2018
625958822 Frum, Onie 1.95 2021
625976844 Giarrano, Synthia 4.66 2022
625985228 Lehigh, Ieda 1.86 2020
626022271 Zorich, Sehila 0.56 2019
626036947 Lapinski, Vidina 1.69 2019
626037690 Whites, Keisy 4.04 2019
626039603 Kersten, Wenjing 2.86 2019
626050852 Tilgner, Anjali 0.66 2019
626071626 Swearengen, Zebenzuy 3.82 2019
626073669 Templin, Matutina 3.66 2019
626073272 Donnelly, Traian 3.81 2018
626078505 Marhoefer, Lauro 0.43 2019
626093217 Flieller, Mark 0.56 2021
626096843 Brinley, Eutimia 3.07 2018
626097606 Hierholcer, Mokhtar 3.96 2020
626134557 Murphrey, Nawal 4.30 2019
626163772 Lovensheimer, Garuda 0.16 2019
626171959 Viney, Keitha 0.04 2019
626173061 Qua, Gergina 1.46 2019
626185129 Morera, Feliz 3.43 2020
626197968 Dalbec, Lucio 1.99 2022
626208472 Rodriguz, Eladio 3.75 2018
626210641 Fontanini, Danielly 2.25 2022
626216694 Barbetta, Estebania 1.57 2019
626220301 Huguet, Bernetta 2.75 2020
626226679 Bergstedt, Merzak 1.84 2019
626255496 Lipford, Raymunda 3.81 2018
626259820 Ruesink, Keneth 0.36 2022
626267582 Mcglory, Najam 1.59 2018
626301042 Groeneveld, Izara 0.70 2020
626313118 Pedroncelli, Prem 1.92 2019
626314962 Tangerman, Prisco 3.63 2020
626321815 Cowdin, Pooja 2.93 2021
626329775 Perniciaro, Aminta 4.24 2018
626333591 Studwell, Phebe 4.45 2018
626335588 Dennie, Monserrat 3.63 2018
626335337 Mccartin, Dilip 4.47 2022
626353273 Labate, Zaki 4.52 2021
626378516 Romos, Jeffrey 2.85 2020
626386770 Gencarelli, Weifang 1.22 2018
626388428 Olesky, Hafed 0.99 2020
626414932 Manly, Seynabou 1.65 2022
626417173 Rassel, Asis 4.13 2019
626450318 Bhullar, Sundas 4.67 2019
626451167 Markevich, Boutahar 4.99 2021
626457423 Gange, Penka 0.45 2019
626465544 Hunze, Inocencio 4.71 2019
626470625 Penniman, Sua 3.36 2020
626471638 Slot, Debbie 0.37 2018
626516167 Hopkins, Micael 2.88 2020
626522770 Hingst, Piedades 4.23 2019
626539743 Chapelle, Borjas 2.53 2020
626541967 Schaedler, Sheila 3.57 2019
626573071 Klaman, Noara 4.97 2019
626573911 Acquaviva, Sinai 0.20 2019
626575582 Hughston, Fadma 2.11 2021
626576353 Launelez, Regalada 0.15 2022
626580878 Schrager, Servilia 1.81 2018
626580613 Natwick, Jodee 1.46 2022
626587524 Muhtaseb, Frode 4.91 2021
626590399 Reidhead, Nicodemus 4.65 2020
626603437 Deibler, Xacobo 4.61 2018
626610504 Knepshield, Kjell 3.60 2020
626614056 Pasqualino, Iovana 3.25 2019
626631396 Oblander, Mailin 3.61 2020
626634570 Demorizi, Vanessa 4.24 2020
626674006 Deshayes, Yolonda 0.61 2021
626690369 Gochenour, Paulina 2.08 2022
626695252 Bieri, Burgo 2.79 2020
626705415 Rodrick, Nazaria 1.02 2021
626710058 Armbrester, Dobre 4.03 2022
626710047 Muegge, Hamady 4.97 2019
626748217 Flatau, Matej 1.49 2018
626758449 Willinger, Zilvinas 3.61 2020
626762579 Via, Eduvijis 2.75 2018
626766575 Arbo, Saqib 3.39 2022
626774362 Interdonato, Habibur 4.95 2019
626775787 Carlee, Ysolina 0.41 2019
626778390 Abels, Liborio 4.99 2019
626780870 Erisman, Yousri 0.48 2021
626791058 Salo, Hafssa 3.88 2018
626792756 Kulbeth, Sumera 4.05 2022
626802032 Bracher, Zunilda 0.06 2020
626820878 Trevethan, Jeffry 1.71 2022
626828248 Gutzmann, Nayeli 3.27 2020
626835972 Trivett, Vitalij 4.63 2019
626843600 Abusufait, Eugene 0.68 2019
626857482 Mihok, Petra 2.70 2020
626872419 Bier, Rosse 1.61 2018
626884816 Sipple, Kaur 4.77 2020
626890230 Levander, Minjie 4.03 2021
626893007 Kachmar, Iacopo 1.70 2019
626944106 Justine, Yousif 4.47 2020
626946769 Marrone, Ulrike 4.51 2020
626974357 Spady, Melquisedec 1.29 2019
626979164 Okun, Afrodisio 0.99 2018
627001321 Campain, Rime 1.88 2018
627003173 Paschal, Tulio 3.34 2022
627015802 Szafryk, Yijing 4.91 2021
627036590 Schmahl, Sinai 1.23 2021
627042626 Mcquesten, Jianyong 1.89 2022
627054984 Sebastien, Lory 1.01 2022
627058621 Betesh, Ersilia 3.62 2021
627059208 Gau, Constantin 4.72 2019
627066788 Velmontes, Peregrina 1.28 2020
627079806 Noltensmeier, Weiyan 0.54 2021
627080597 Konopacki, Yanmei 2.60 2018
627090882 Wender, Eiman 1.15 2021
627107556 Murley, Chasity 1.60 2020
