100000
354709573 Devonshire, Andoni 1.35 2020
114763381 Barnhart, Charise 3.52 2022
822223791 Hintson, Stefanny 4.81 2019
529694299 Petters, Terri 0.18 2018
479510497 Vasseur, Myong 3.09 2021
486392605 Cybulski, Basharat 0.01 2020
245811249 Haydu, Carolo 3.03 2020
084126051 Grimme, Atsushi 1.83 2021
471606070 Bolon, Darleen 3.18 2018
459259789 Smolski, Fattouch 3.76 2019
611906286 Inghram, Denka 4.37 2018
402313146 Muston, Tais 1.36 2020
837936625 Mingrone, Natija 4.32 2021
883025036 Stpaul, Ilda 4.43 2022
526333352 Kellog, Sorayda 0.53 2020
958582718 Rannels, Khachatur 4.94 2019
644413141 Calver, Oihane 1.48 2020
832632882 Mcgrail, Jeanna 4.70 2021
729794408 Routledge, Sade 0.13 2019
062909489 Ganley, Mariela 3.61 2020
293502357 Dilley, Mahieddine 0.37 2021
258666715 Ziemer, Rafiq 4.83 2022
929091870 Brungard, Cathern 3.09 2019
747231370 Carlsley, Wilburn 4.55 2020
439573038 Obin, Hadda 4.89 2021
537992342 Ruge, Vitalijs 3.58 2021
302335880 Behrend, Faber 4.58 2018
251268887 Conole, Lea 2.94 2020
940307282 Ventre, Embarka 4.46 2021
600899979 Palmisano, Yilong 2.73 2022
813272920 Derkas, Conceiçao 4.89 2021
711914261 Tovmasyan, Tameka 0.93 2021
177439429 Penfield, Arles 2.95 2018
432845230 Sovereign, Manola 1.87 2022
247505507 Tepley, Vito 4.90 2018
474839825 Soundara, Sicilia 1.80 2021
800760699 Widmar, Loli 4.49 2020
257043604 Russek, Fedir 0.47 2020
218348694 Ploense, Marisca 1.85 2021
101298043 Redwine, Aisam 3.38 2019
577639389 Rynerson, Ibeth 4.97 2021
885683841 Iulo, Oton 1.19 2021
014662102 Widney, Mohamad 2.96 2018
473519237 Holzman, Germana 3.21 2021
162598480 Olde, Renay 0.95 2018
956270139 Surman, Gulnara 0.60 2022
903131908 Hosie, Constanta 4.32 2021
067041689 Welling, Ismaila 1.00 2020
117315759 Moshier, Carlina 1.03 2022
946781516 Maciarello, Grit 2.85 2019
308508940 Tes, Shaila 0.02 2020
221136086 Douet, Torrie 4.94 2020
064021550 Doheny, Robbi 2.35 2019
286781920 Fluette, Romayssa 1.12 2019
497444557 Swoager, Gertrudis 0.86 2022
320503108 Hohstadt, Pierpaolo 3.33 2022
691801890 Chrisp, Khoudia 3.06 2019
875653352 Kreitz, Ayan 3.27 2018
310527690 Collini, Haddoum 4.37 2018
817569507 Rigby, Girolamo 1.26 2019
542531318 Waltenbaugh, Guifang 3.59 2019
677090726 Mceniry, Lamine 4.54 2020
845897344 Fissell, Sinay 1.98 2019
134832445 Kijek, Nila 4.26 2021
374413088 Deschene, Jaspreet 2.56 2022
763566831 Ala, Ermes 3.97 2022
613992452 Donkle, Jehan 1.07 2019
700716066 Inks, Askoa 1.25 2021
510767391 Mottinger, Dorine 4.97 2019
553935313 Ghia, Zineb 4.92 2019
318563446 Bega, Carlie 3.65 2019
696556979 Alderman, Fransisca 3.49 2020
118019449 Bitsui, Edward 2.78 2020
233275578 Raponi, Clarinda 0.79 2021
646625491 Goens, Lesme 4.65 2018
435252422 Nomura, Feliza 3.74 2019
730459917 Flaks, Houria 4.76 2019
616130583 Pelt, Kande 3.36 2019
914727729 Baribeau, Ouassim 2.02 2018
638837808 Gianopulos, Soterraña 1.56 2018
505638393 Hollings, Romaysa 4.28 2021
408769337 Busack, Souhayla 3.59 2018
114847707 Yoon, Sheriff 1.36 2021
083100956 Larison, Coman 0.32 2021
465054233 Tomasello, Anatoly 0.43 2022
947019178 Kasserman, Viorel 3.69 2018
197033576 Vastakis, Deana 1.64 2018
390425591 Cassilano, Dennis 0.26 2022
222395431 Brodtmann, Leonie 4.38 2022
865710682 Playl, Chere 3.59 2020
846171695 Garuti, Hallar 4.30 2019
488631694 Tunson, Nuris 4.03 2021
227753461 Salva, Abou 4.10 2021
918675384 Gowers, Nereo 1.15 2021
477957152 Belfi, Masha 0.95 2018
640000187 Mikulski, Sabiñe 1.80 2021
449363665 Olmeda, Blanche 1.83 2021
221329152 Lushbaugh, Hernando 2.05 2018
397008623 Eary, Shamshad 0.62 2022
039183329 Houlton, Yared 2.60 2018
771039335 Khaleck, Panfilo 4.67 2020
681253555 Loendorf, Abdelbari 3.51 2021
581356376 Bozenski, Cesarino 0.15 2018
231370017 Whitfill, Faviola 1.16 2019
908865002 Vannortwick, Dumitru 4.60 2019
980397979 Knoblock, Nabor 0.06 2018
589116833 Yepez, Firmo 1.54 2018
259260400 Halbrooks, Lajos 1.39 2022
196003599 Nedd, Xiya 4.80 2019
561318189 Asam, Kathline 4.78 2020
266374139 Rowett, Balduino 2.56 2022
492322031 Darting, Jubal 2.49 2019
610406411 Bolevice, Ozie 4.84 2022
628693840 Barski, Setefilla 0.52 2019
003666686 Potolsky, Earnest 1.88 2020
169919797 Nabours, Edita 2.48 2018
959440234 Pickney, Climent 2.63 2022
812746954 Awtrey, Alian 3.51 2018
148737999 Gutkowski, Florencio 1.89 2019
063465792 Kendzior, Elsy 1.48 2021
001438620 Graefe, Wenliang 1.24 2020
895485441 Kikuchi, Sahel 4.59 2022
371218084 Roza, Stephen 2.35 2020
090507541 Gallon, Garai 2.40 2019
907553854 Kulbacki, Cain 3.94 2019
683609323 Muyres, Dell 3.41 2021
161716719 Chapparo, Zafira 4.35 2019
829602444 Lagrow, Wilton 2.01 2022
605457009 Vargis, Michaele 0.39 2018
722140027 Essary, Ina 1.32 2019
470997230 Kolinski, Sarasvati 3.91 2022
972429269 Corkron, Efidencia 2.54 2021
037381534 Kolkmann, Surjeet 2.17 2021
379809236 Cherebin, Ventsislav 0.54 2021
136065407 Colinger, Julieth 0.43 2020
677382800 Charvat, Birgitta 1.55 2021
865833665 Knighton, Chayma 4.93 2021
214504251 Demarse, Bandiougou 0.08 2020
270709140 Churner, Larissa 4.77 2020
011967391 Nall, Madelein 2.28 2018
191786584 Temp, Edelma 4.42 2020
152875670 Deyarmin, Larry 2.65 2020
672699874 Barretto, Eugeniya 2.55 2018
985782018 Sainato, Satou 1.16 2021
347250050 Bassel, Emerald 2.45 2019
309609251 Giessler, Ainnoa 2.12 2020
974504138 Evelo, Mikhaylo 1.92 2018
391435529 Gaillard, Onesiforo 1.29 2021
732541576 Laberge, Kandis 3.40 2018
224083685 Baenziger, Mariasun 2.10 2020
906830053 Ricken, Juliana 1.26 2020
434704470 Crimes, Jiandong 1.94 2018
116788515 Ashley, Terence 0.61 2021
321445574 Settecase, Ale 3.26 2018
006896862 Bado, Ekhiotz 0.25 2018
403264377 Frontz, Jolita 3.58 2019
610021784 Rynn, Sigfredo 1.00 2019
379836488 Plamer, Dane 0.66 2019
274207347 Dicorpo, Juanmei 3.47 2020
058063792 Odenheimer, Qiuyun 1.42 2020
719422025 Turja, Alta 4.78 2021
416825370 Sirico, Doloris 1.63 2021
577217406 Bouleris, Elizabeta 3.76 2021
490568548 Yore, Friederike 2.18 2022
875647313 Blandino, Bhavna 0.79 2022
960597919 Burkin, Zella 0.05 2019
590876593 Simonetti, Sufyan 2.85 2018
998792009 Moudry, Tzvetan 4.14 2018
008193923 Majersky, Ivanildo 1.23 2022
181076630 Pichette, Karamoko 0.03 2019
549794631 Kuzel, Junliang 4.24 2019
616687037 Newhall, Leonore 4.73 2019
195644234 Schlueter, Breanne 2.86 2021
761365531 Hidden, Feliciana 3.90 2019
439352815 Avino, Khalifa 3.64 2020
187132083 Reen, Viktor 2.44 2018
547474815 Converse, Esperanza 4.76 2019
650907745 Fermo, Paraschiva 4.11 2020
700812592 Parlee, Jermaine 4.43 2020
324816427 Frontis, Montemayor 1.10 2020
466387454 Westmorland, Eudoxio 0.59 2020
739168589 Huang, Adriel 2.71 2018
178696431 Kradel, Czeslaw 0.20 2021
286994112 Mullendore, Rozanne 4.25 2020
619903293 Vinagre, Mbaye 1.13 2022
002078059 Pimentel, Cherie 3.63 2020
464443661 Cusumano, Guillermina 3.78 2018
062657732 Molchan, Fares 0.96 2018
825649207 Karth, Porfiria 0.34 2021
362358387 Beuther, Pol 4.83 2022
451598219 Jinks, Haley 1.21 2022
164937510 Polacek, Queen 1.28 2022
368566069 Prowell, Graças 0.77 2022
155038964 Munk, Lluvia 0.43 2019
973571104 Amodeo, Ginger 1.06 2022
921622931 Beschorner, Itxaso 0.03 2018
013801366 Andzulis, Ribera 1.19 2021
655649019 Dunsworth, Graziela 2.62 2019
568139752 Maner, Shagufta 3.42 2022
500195615 Knepshield, Bubakari 2.13 2018
514542524 Malfatti, Zoubida 1.67 2021
171633133 Kitchen, Nepomuceno 2.89 2019
392931488 Horenstein, Tish 4.48 2020
373950321 Adrion, Guaxara 0.09 2019
689669171 Gord, Ashiq 3.16 2018
936898429 Viveiros, Columbus 4.24 2021
333432331 Milstead, Guozhong 1.10 2020
307943794 Villagran, Jacoba 0.90 2022
317490397 Gbur, Ihor 0.38 2018
854045765 Pankowski, Boulaye 2.97 2018
352172872 Unrein, Manpreet 1.20 2021
823118657 Gisriel, Mohamed 4.36 2022
613524303 Macintosh, Xiaobo 3.63 2022
084873691 Helde, Vanja 2.76 2021
481904040 Pantelakis, Vitores 3.87 2020
945587972 Shuffleburg, Lorena 3.61 2020
804292093 Jokinen, Zaineb 1.50 2020
617948700 Turpin, Fedora 3.17 2020
833059185 Sanke, Raimunda 4.31 2018
253763857 Olexa, Chaker 0.63 2019
852592052 Rakow, Kirk 2.76 2022
515122618 Nesbit, Hildegard 0.61 2018
979901040 Stidd, Vanessa 1.42 2018
920110947 Marzano, Jerai 0.36 2020
752249388 Scyoc, Ibolya 2.12 2019
716113069 Nibler, Jessenia 1.95 2021
344631992 Pettway, Olivo 1.63 2022
308940735 Jozsa, Famory 1.23 2020
560276184 Eisley, Simo 0.17 2018
624197190 Mcclenaghan, Randal 3.45 2022
677099986 Montesi, Iraultza 0.26 2021
160865531 Heare, Ronna 3.08 2019
582651738 Holdbrook, Velvet 4.11 2020
118372789 Orth, Manjeet 2.48 2020
387774353 Beguhl, Mohinder 1.90 2020
342237921 Arvizu, Radina 4.83 2021
834722601 Gevorkyan, Venerado 1.28 2020
042995438 Derose, Trifina 4.02 2021
145865630 Rolens, Hamama 3.68 2020
269727828 Canwell, Balraj 4.29 2018
758630241 Mouzon, Claude 3.16 2021
478770486 Ferge, Latarsha 0.74 2019
315227163 Hypolite, Kristoffer 0.37 2018
195442483 Twiggs, Irimia 1.55 2019
262566898 Nonroe, Irinea 2.97 2018
470455850 Dellamore, Grayce 2.60 2018
956670180 Lene, Noemia 2.32 2020
110537304 Jorrisch, Iagoba 4.18 2018
446497976 Schrunk, Charaf 0.04 2020
937986672 Turla, Feliciana 0.33 2022
212226304 Chandrasekara, Remi 1.64 2021
102328067 Hankinson, Oumarou 4.00 2019
542570674 Palaia, Adell 4.50 2018
484997035 Nuon, Dositeo 2.07 2022
217804691 Amsili, Irmgard 4.26 2019
310816542 Burstein, Rosio 4.07 2019
286259191 Brisley, Victoras 0.44 2019
423537468 Vanderkam, Baselisa 2.57 2018
252349477 Strazi, Riera 4.35 2022
280106104 Nordenson, Richar 3.10 2018
480993936 Minkler, Amaro 0.77 2022
412642371 Darga, Surjit 1.74 2020
261550160 Juenger, Annunziata 4.42 2019
095824210 Cange, Cassio 0.88 2019
953310057 Snavely, Otilio 1.32 2022
403943664 Handren, Atasara 1.66 2020
478832421 Oropeza, Elie 3.20 2018
680394192 Persico, Norine 3.80 2019
983731620 Derivan, Takako 1.49 2021
161780803 Utsey, Houcine 0.42 2018
082072413 Lisee, Claudino 4.65 2018
401284277 Jurik, Eddy 3.27 2020
002064409 Ochocki, Petrica 2.77 2022
920092776 Harwin, Shengwei 1.10 2021
657245672 Erdos, Jason 0.16 2018
006552556 Delamater, Yuqing 2.25 2019
053836431 Ferrell, Cortney 0.80 2021
037712265 Balser, Irani 0.40 2019
848738072 Zrimsek, Majida 1.84 2019
978964560 Iavarone, Ismenia 1.59 2019
020218641 Lengle, Carminda 0.60 2020
241800089 Plant, Carlixta 3.50 2021
988787284 Fetters, Natalie 3.01 2021
162850223 Mendonsa, Zaloa 1.79 2020
941443739 Laperriere, Gail 3.27 2019
443359987 Odorizzi, Houssam 0.34 2021
603825344 Reep, Ysaura 2.96 2021
499927679 Brookhouse, Thea 4.80 2018
807953598 Buhrman, Rapita 1.37 2019
204248322 Brimer, Kenny 2.55 2022
926475758 Nardi, Anamaria 0.53 2020
822066823 Flygare, Karamba 1.84 2021
873090907 Vanroekel, Veaceslav 3.57 2020
778570885 Oftedahl, Honesto 1.21 2022
597862865 Nodal, Yurany 1.87 2020
313959120 Czarnecki, Amed 3.82 2019
298158241 Dokuchitz, Biyu 2.48 2020
624140419 Lutao, Tanit 1.82 2018
760689792 Widman, Raymunda 0.02 2022
116423726 Wainer, Adria 4.87 2019
566798206 Oneel, Emilie 3.04 2021
559831295 Giottonini, Bhupinder 0.80 2019
771327419 Schoneck, Nicolette 4.19 2018
446673059 Rosberg, Adonais 2.34 2020
556639310 Falling, Rqia 1.43 2018
535819412 Bluemel, Virgiliu 1.62 2018
751395551 Gotthelf, Danute 3.88 2019
067652847 Hoeffner, Vasileios 2.57 2022
969016829 Reisman, Toccara 2.98 2018
980962913 Yoho, Adaya 3.40 2019
619258001 Whtie, Dakota 2.65 2018
322695335 Throneburg, Karine 1.71 2022
583017694 Siemering, Numan 4.61 2022
409492373 Geltz, John 1.03 2019
450306595 Aiyer, Emelyn 3.46 2018
145949113 Mendoza, Adinath 4.18 2020
951784570 Navarre, Nyuma 0.53 2019
011826139 Charette, Janie 2.68 2019
336519368 Melugin, Servilia 1.79 2020
160036213 Demoura, Luciane 3.50 2021
634473242 Henningsen, Margart 2.02 2018
456008713 Mcgown, Moreno 3.93 2019
432857712 Wiener, Morro 4.54 2022
816644515 Raffo, Allah 0.61 2019
704685014 Gash, Sinan 4.27 2020
240683449 Osborn, Qiming 1.98 2019
726431323 Ollila, Atanasov 1.81 2021
183088535 Hollinghead, Jhonattan 4.11 2020
455434204 Genzone, Avtandil 0.88 2022
089685195 Bergenstock, Mostafa 3.63 2019
869531654 Peveler, Castro 4.92 2019
768210653 Betterman, Xue 4.68 2020
486768427 Ceasor, Sonsoles 2.96 2022
531054932 Cassady, Mikeldi 2.39 2019
418665529 Hillyard, Arthur 2.96 2022
168130345 Keels, Stavros 2.14 2019
621149881 Zarzycki, Blay 2.03 2019
424104889 Palek, Peru 2.34 2020
876107825 Arden, Hind 1.15 2021
473952402 Menghini, Tegaday 3.73 2020
679916677 Rousu, Wei 2.26 2020
146908308 Savela, Saliou 0.35 2021
520232756 Novel, Bairon 2.81 2022
708768499 Hiltebeitel, Yaniel 0.68 2020
266250837 Claycamp, Shaunna 4.46 2021
780315771 Goodland, Aliena 2.64 2021
261663512 Rengifo, Dilcia 2.37 2018
655838310 Tatu, Hamida 2.29 2018
097825192 Scrimpsher, Chadya 4.99 2021
551514620 Hal, Lorilee 2.73 2020
683884132 Rhim, Alejandro 0.25 2022
497591575 Hirt, Brando 2.57 2018
717641853 Gardenhire, Jackelyn 4.58 2019
205848988 Bemben, Risa 4.71 2022
524076916 Quastad, Bhavna 0.65 2021
819587343 Wemmer, Cynthia 3.67 2022
694520361 Stoneback, Jenelle 2.51 2019
245408032 Broege, Marlucia 3.61 2018
424957367 Herandez, Sieglinde 1.17 2020
496991980 Hemm, Amit 3.42 2022
273560957 Wardon, Rokia 2.91 2020
909956841 Lauritsen, Zohair 4.03 2018
813972763 Hsi, Ihssane 3.53 2021
755394168 Sweazey, Cuimei 0.73 2018
714169846 Grosso, Angosto 0.31 2020
124143265 Samek, Llibert 3.13 2021
986747929 Dihel, Almudena 1.93 2021
473133769 Cropsey, Rubens 2.85 2019
490222098 Durgan, Abubaker 2.33 2021
774728405 Montford, Boyd 0.58 2022
420473437 Mickle, Ijlal 0.44 2021
844257556 Parfait, Slavko 1.97 2019
531155945 Horchler, Susane 2.70 2021
144906793 Kanaan, Saila 0.23 2018
360327066 Feldstein, Cin 3.32 2022
123497279 Pollak, Ysidora 1.22 2018
758200143 Clare, Marisa 3.11 2022
043917665 Myrman, Yakeline 2.02 2021
895751947 Maragh, Ghailan 1.23 2019
858542283 Infantino, Bouna 0.84 2020
441984010 Calver, Benvingut 2.34 2018
636552055 Marrara, Pola 2.05 2022
056896831 Fegaro, Abdelkerim 3.56 2020
815546929 Gariety, Abdessadeq 4.92 2020
261825447 Monfore, Estella 1.30 2022
417590954 Gravette, Dominica 4.28 2019
707514230 Sonkin, Argider 1.18 2022
416489934 Borgmann, Yuehong 2.01 2018
042728295 Androsky, Yaima 1.95 2021
347343568 Meuse, Kathryne 4.47 2019
184419768 Balafoutas, Lixin 0.39 2019
329352069 Jewels, Seck 4.88 2022
985994460 Prom, Alesha 3.30 2018
465662154 Blihovde, Licinia 4.43 2018
499477925 Shehee, Maudie 3.01 2022
683545904 Bonus, Odette 4.71 2019
862311743 Stlouis, Garofita 1.46 2022
022179087 Cafferky, Marija 3.87 2019
360722516 Venuto, Solaymane 3.47 2020
831401699 Paukert, Zhilin 3.94 2022
828406760 Decosta, Coralee 0.59 2019
202865633 Kaigler, Serguey 1.97 2020
660843893 Schlee, Diosnel 2.76 2019
448261032 Wojtowich, Ferencz 4.66 2021
548214822 Manso, Aqib 0.40 2020
495574255 Kotrys, Ioar 2.17 2022
676197097 Crummey, Inmanol 4.58 2019
064237392 Hietala, Tonica 0.15 2019
173089730 Schikora, Sinziana 4.93 2020
620501643 Artiles, Abir 0.72 2022
077020601 Zenon, Arabela 2.76 2021
222417354 Neve, Idaly 2.13 2018
593101077 Steighner, Soterraño 1.33 2022
855697769 Santrizos, Safta 2.86 2019
690772426 Abdi, Haimin 4.35 2020
605474371 Gibala, Chanell 4.33 2020
783031134 Nisonger, Pavel 0.63 2019
868650308 Sellar, Weiliang 0.08 2022
046143895 Velasquez, Irama 0.86 2019
702190348 Lucio, Fredia 5.00 2021
973332249 Vormelker, Kathy 1.61 2019
440582596 Raffone, Doncho 2.28 2022
277651503 Reitzel, Leyda 0.48 2020
152722178 Grana, Cleia 1.21 2020
277642877 Passino, Dawid 1.61 2021
266091328 Zortman, Madicke 0.26 2019
371774787 Nicol, Vitaliana 1.68 2021
318477592 Pichon, Demba 2.03 2021
354636181 Tulk, Ruiman 1.80 2022
508506439 Bodemann, Lisbel 1.70 2020
108594483 Gerrits, Bouchta 3.71 2021
502900003 Bloschichak, Chafia 0.13 2022
991772014 Brueggemann, Gerarda 2.31 2019
696432198 Brando, Venanci 2.74 2021
131861986 Winesberry, Soña 1.70 2021
301750869 Dettra, Yijun 2.69 2019
377587279 Setlak, Naroa 0.41 2019
273424222 Meola, Zlatina 1.72 2022
508524266 Guild, Aloia 4.00 2018
540840632 Rakel, Maxima 2.17 2021
123939723 Abete, Shayne 2.83 2018
688170097 Decapua, Lamyaa 3.21 2022
746838135 Sagon, Barek 1.17 2022
504367282 Shakespear, Ashley 1.15 2018
563672249 Villandry, Hakima 0.94 2018
155489750 Kellermann, Tahiche 2.06 2018
162594287 Meres, Vasilev 0.62 2019
688655645 Wittkopp, Zoubir 2.03 2021
511998340 Marolf, Effie 4.64 2020
828752067 Gillece, Aya 0.54 2020
979374878 Partible, Gueye 2.43 2018
252632804 Mikles, Willian 3.44 2019
703122425 Hyland, L 3.40 2019
426493927 Matkins, Maike 1.00 2019
946673448 Tarrence, Merlita 1.24 2022
826453415 Bulik, Concepcio 4.10 2021
950464731 Jusko, Claudie 4.91 2020
351171536 Menne, Iriana 1.65 2021
997247421 Cantave, Ingrid 0.04 2022
444137597 Pflugh, Giuliano 2.68 2022
978475237 Drinkley, Cassandra 3.58 2019
865594026 Smouse, Usman 4.67 2021
020521176 Labreck, Marie 1.11 2018
231486237 Behlmer, Romain 3.64 2020
878884807 Amoriello, Nadina 3.29 2021
546062897 Rober, Danay 3.31 2022
496488854 Espino, Aquiles 4.65 2020
717311437 Allin, Lizhen 4.09 2022
289832913 Gaucher, Geraldo 4.96 2020
041580365 Sypniewski, Simy 3.23 2022
373020540 Vigo, Cirenia 4.92 2020
132050202 Cambell, Kontxi 4.91 2021
281938484 Stensland, Ouardia 1.57 2021
397737655 Burkowski, Hajer 3.28 2019
600837447 Beddow, Expedito 3.75 2019
704763776 Sandstedt, Maddie 2.13 2020
537230349 Bottrell, Sukayna 3.98 2018
570582670 Ganigan, Baha 1.53 2021
123136347 Mederios, Izana 4.99 2019
823383568 Fukano, Tea 4.57 2019
502856315 Dicosmo, Ardelle 2.67 2018
798764015 Lavina, Nahun 4.25 2019
005515523 Vanhooser, Ayoze 3.57 2018
944655995 Condry, Kirsti 3.81 2021
085700372 Bukhari, Zhonghai 0.97 2020
224102415 Pawell, Modest 3.83 2020
917808314 Brittan, Shan 0.83 2018
564229698 Resner, Enver 4.92 2018
791103662 Hulsey, Adiel 1.81 2021
673031393 Buttel, Cheikhna 0.44 2020
955558703 Friederich, Doris 2.87 2019
463231687 Andreu, Edwardo 3.25 2019
518300127 Borthwick, Tahis 0.08 2018
110108312 Malcome, Aurangzeb 2.61 2020
760029728 Hughart, Joussef 1.29 2019
896397426 Hamner, Maelys 2.64 2020
940750038 Phanthanouvon, Modesto 3.90 2022
741271513 Dallman, Merissa 3.05 2022
309976595 Dellibovi, Kada 0.32 2019
452126403 Vanuden, Lani 3.92 2018
767571625 Robaina, Riley 2.91 2021
902470055 Honts, Vishal 3.61 2021
758200747 Thornock, Fateh 1.76 2020
970771145 Friehauf, Angle 0.20 2022
581023017 Devaul, San 2.40 2019
559006848 Boklund, Baltazar 1.65 2020
170779232 Emslander, Ouissal 3.64 2018
932819799 Roethler, Jieke 1.14 2021
079173490 Harjo, Kleber 1.80 2021
372907340 Zale, Ka 4.62 2018
397906829 Spezio, Ibo 0.13 2018
382993127 Bady, Olinda 2.92 2018
685669093 Ceraos, Leona 1.27 2022
390676558 Tewell, Bryan 0.37 2018
751488425 Whiles, Waldemar 4.93 2020
995982999 Broomell, Kishore 3.78 2018
218575513 Yon, So 4.80 2018
263644901 Dornon, Nataraja 2.61 2018
091628000 Gaston, Irwin 1.53 2022
732771632 Coomey, Huiping 1.59 2019
113577278 Mcsparren, Haron 2.67 2020
084973048 Wickey, Olguita 3.44 2022
233549942 Trodden, Sahira 2.70 2021
693347589 Antinoro, Femke 0.30 2020
650781386 Epel, Grettel 0.96 2019
631870848 Maddocks, Dimka 4.32 2020
096904278 Champeau, Andrei 3.16 2019
013179160 Wigman, Viorela 0.97 2020
347351731 Maccarter, Zuzana 4.65 2019
999878912 Milliner, Malamine 1.34 2018
717741535 Rung, Raysa 2.44 2022
973797796 Dowery, Junior 0.38 2020
449657063 Bejger, Oreto 0.42 2020
264081546 Musso, Lilit 2.27 2021
693076654 Voss, Meifeng 1.43 2021
382667610 Breeze, Thaynara 1.58 2018
660342691 Bernath, Kiriam 3.92 2019
984631774 Scaife, Franco 4.81 2021
195067495 Prosper, Gherghina 3.93 2019
339373402 Stiely, Giovany 0.06 2022
248117462 Popejoy, Radut 0.29 2021
125090000 Vidaurri, Eutropio 3.92 2019
847532057 Baylon, Alphonso 0.48 2020
908410962 Sigworth, Urtza 2.79 2022
183866962 Queen, Spyridon 0.36 2021
480979195 Micheli, Bienvenido 0.35 2019
516812651 Saden, Jahel 4.60 2020
122945183 Lamia, Rivka 3.94 2018
591723978 Sek, Irenea 3.47 2022
796399402 Bostelman, Haili 3.38 2020
691261847 Petrovits, Amaury 1.78 2020
293969417 Digmann, Dorine 1.76 2019
262728156 Sterpka, Sherry 1.09 2020
744861348 Kahao, Yariza 1.88 2018
070063463 Mashni, Zoia 4.50 2018
894547928 Sansing, Aminata 4.85 2019
167425993 Sherfey, Micah 3.93 2018
575926191 Bunnell, Dayra 0.95 2021
256969743 Lamia, Lennart 1.19 2022
865417809 Pippins, Bertol 4.10 2019
508297721 Discala, Hra 2.99 2019
879356389 Terrano, Evgeniya 4.89 2021
363121900 Patient, Honesto 4.80 2019
326976296 Schildt, Anacleto 2.21 2020
518633528 Dyal, Maryanna 2.92 2018
274081033 Jablonski, Giuliana 2.33 2019
121102570 Allara, Nathanael 0.95 2019
283079836 Groesbeck, Benny 3.16 2018
284923747 Yanda, Myrta 4.14 2019
819934355 Naji, Xianguang 0.17 2019
769239442 Baerman, Felicisimo 2.94 2018
341039667 Yue, Dino 1.80 2021
889919778 Prestley, Inazio 2.18 2022
228351812 Dittberner, Yulieth 0.29 2019
458117518 Keylor, Vitalia 0.24 2018
404310516 Greiwe, Madelen 1.23 2018
887147907 Woodhull, Habibur 0.65 2019
383484492 Otremba, Suleika 0.78 2018
346750522 Knisely, Sufyan 3.63 2019
219687180 Podkowka, Amadeu 0.82 2021
219484074 Lauwers, Caroll 1.30 2020
234169651 Liebau, Marlys 3.19 2021
937629253 Mackedanz, Ayelen 4.42 2020
942659516 Knape, Poonam 2.21 2019
575932233 Bormet, Latina 1.61 2022
271115339 Rickerson, Inko 2.15 2021
728120605 Oles, Danelly 1.57 2021
928277641 Odonald, Bita 3.28 2019
139912248 Atienza, Musa 2.62 2020
489652341 Oelze, Isicio 0.63 2019
609552718 Kresse, Jared 4.08 2020
157651904 Pasquarella, Alfusainey 1.39 2022
266480961 Moneaux, Gorka 1.29 2019
379536629 Wiss, Yonathan 1.27 2021
579297588 Seryak, Theresa 2.49 2022
960503732 Chernick, Mengyao 2.29 2021
158900683 Willmschen, Ignasia 3.30 2018
111004085 Scherman, Aridani 3.05 2018
201359252 Kupec, Mubashar 1.38 2020
