100000
852415188 Landavazo, Huiying 0.05 2020
553698301 Vanert, Jashim 1.65 2019
818387017 Culbertson, Celia 3.97 2018
491035224 Sthole, Fabriciana 1.74 2021
671047455 Behmer, Segio 4.54 2019
641140062 Ismael, Andon 3.45 2019
371105054 Authur, Lamarana 2.54 2020
983977034 Reagan, Clariza 3.19 2020
380013112 Hesser, Joaozinho 3.24 2018
937784459 Entress, Alita 1.54 2020
831109192 Foulke, Sabas 0.91 2018
267651907 Retzer, Jo 2.51 2019
497835079 Markunas, Natzaret 2.73 2020
684392335 Force, Azza 3.09 2021
670897377 Rosewall, Vivina 2.11 2022
879091360 Lambrakis, Abdessamie 0.91 2022
203565710 Henretta, Estefanny 4.61 2019
210030518 Efaw, Maravilla 0.98 2018
835393555 Muraski, Ildefons 1.96 2020
607520963 Lese, Jauad 3.24 2020
881642460 Slominski, Kristin 1.02 2019
111151187 Asenjo, Ashleigh 0.09 2019
852653940 Henstrom, Eudes 1.39 2020
295800003 Kelash, Bamba 0.71 2022
762018092 Yeamans, Sulpicio 3.87 2018
665106340 Baudry, Belhaj 3.30 2020
193635002 Brandenburg, Breann 2.36 2020
227640272 Prisco, Muneeb 3.33 2021
588244971 Sakasegawa, Cherise 4.09 2019
985036269 Oniel, Peggie 3.19 2018
957087316 Priddy, Santiago 0.04 2021
988149648 Temoshenka, Olalla 1.73 2021
037516317 Rainforth, Guang 4.28 2019
544083765 Thoams, Numidia 3.47 2020
975274783 Gilhooley, Giraldo 2.35 2021
622001112 Ettel, Nerijus 2.22 2022
364520354 Averitt, Andressa 0.53 2021
125632878 Barbe, Alagie 0.02 2021
677364541 Alicia, Radha 0.37 2019
258027824 Weisbaum, Dacil 3.53 2020
702512185 Bandel, Noah 3.95 2022
901243406 Anthony, Simona 1.61 2018
534355549 Warson, Lanell 1.27 2021
698621185 Souhrada, Eudocia 4.83 2019
845096738 Judie, Weixiao 4.26 2019
483301747 Sidles, Estevan 3.30 2018
445928312 Malcom, Aramata 2.90 2020
171707204 Cheeseman, Iomara 1.66 2019
545437348 Olmscheid, Yamel 2.46 2018
669575854 Danczak, Gilles 2.98 2020
088123063 Huerto, Hue 1.35 2021
092517776 Sucre, Ghulam 4.54 2021
368124986 Crowston, Dexter 1.20 2018
594731771 Yankey, Vitalie 1.80 2019
831887519 Lapointe, Yonai 0.48 2019
169909547 Part, Yihua 4.31 2022
763588550 Veron, Aziz 0.32 2022
235927156 Litchard, Saer 3.59 2019
359503452 Leitner, Dulcerina 4.17 2021
407587494 Wildfong, Silly 3.66 2021
509446908 Lovinggood, Ettore 1.96 2021
155980300 Bison, Jinlian 0.98 2019
246403394 Feagans, Saeed 4.24 2020
939560582 Duboise, Iru 0.61 2018
333241859 Evanchyk, Nunzia 2.76 2020
687508251 Reddinger, Toncho 2.52 2018
108454619 Alvizo, Vanna 3.63 2022
725250445 Tizon, Xiaobin 2.44 2022
617554840 Espitia, Elyass 2.31 2019
072198671 Barnett, Sueann 4.87 2021
382425832 Kitzerow, Irma 1.18 2022
510559577 Witaker, Elinore 2.13 2019
198234290 Waterson, Gorka 0.16 2022
185852337 Bustard, Abelia 2.78 2018
278510795 Moxey, Vibeke 0.82 2022
270912089 Stipetich, Marisel 3.89 2019
774311920 Herceg, Denitsa 4.51 2020
105308922 Goodine, Mathew 1.75 2020
729487330 Bekins, Kamalia 4.24 2018
675235743 Perencevich, Booker 0.69 2018
723186780 Lipskar, Mariemma 3.94 2019
248210570 Thurgood, Aamir 3.97 2021
966649951 Hitson, Song 2.38 2022
207345803 Bendig, Diaby 3.00 2018
433533428 Merryweather, Lianet 3.96 2019
027647420 Chhabra, Hang 2.47 2021
411682120 Eunice, Sulema 2.07 2019
106390612 Linahan, Aouicha 1.50 2020
429448958 Treso, Chakira 2.87 2021
148418561 Cohoon, Zeneida 1.37 2020
318283061 Bunkley, Oroncio 5.00 2021
527935772 Heinlein, Aifen 0.25 2018
339717247 Coaker, Xiufen 1.76 2019
742367647 Saulino, Cilinia 1.67 2018
473646395 Dalen, Eliria 1.87 2019
230214051 Emmett, Yihan 2.23 2019
224118567 Degaust, Mazie 0.95 2018
545303359 Philipose, My 2.08 2021
337309646 Melchiori, Tlaitmass 0.26 2020
651141851 Srygley, Cita 0.38 2020
406748776 Shuck, Emanuel 4.84 2022
243817963 Fimbrez, Margrett 3.17 2021
183946000 Towers, Seferino 4.97 2019
254952808 Mcintyre, Katherin 4.62 2022
478241140 Guercio, Louise 4.53 2019
508327388 Giarraputo, Machelle 0.35 2019
728504609 Rance, Anahid 5.00 2018
998860972 Meazell, Said 3.88 2018
308167182 East, Chenxi 2.10 2018
384902949 Doberstein, Kedara 2.23 2018
964920650 Shoulder, Blagovest 1.18 2019
589998043 Buttner, Barbu 1.67 2019
408175680 Lapierre, Deolinda 2.15 2019
310767730 Wetenkamp, Guilhem 0.22 2022
077802762 Mckahan, Agne 3.81 2019
413377495 Presutti, Raymonde 4.58 2019
423301980 Preble, Verisimo 0.62 2018
726336853 Yeh, Mfedal 3.52 2018
977721814 Knudson, Tommie 3.84 2018
243827200 Inghram, Hermita 4.46 2020
221260071 Nager, Joffre 2.33 2022
031759449 Sievertsen, Quique 0.15 2021
407782216 Ruhnke, Theodor 1.37 2019
707488879 Yaeger, Carla 3.41 2018
599858892 Desselle, Choudhry 2.71 2020
270715846 Mikulski, Sunday 0.06 2019
877004098 Naki, Armengol 4.23 2019
454927879 Kiles, Eguskiñe 4.20 2020
847913552 Senner, Dalmira 0.33 2021
775612283 Weinrib, Yaqueline 0.28 2019
575730392 Nunz, Yoania 3.84 2020
795228549 Lesmerises, Benedito 4.12 2020
487947035 Schuman, Geovanna 0.58 2020
720881226 Peralto, Harrison 4.30 2022
250522679 Lepetich, Ikbal 4.93 2018
146306228 Hoseck, Shamsher 1.13 2022
188117905 Teamer, Rosmira 1.54 2018
943725679 Kintz, Birane 4.31 2018
348273219 Beardslee, Jankey 4.32 2021
173117297 Friedberg, Ardiel 3.60 2019
322814871 Insko, Bhagwan 1.79 2020
780733042 Pontious, Nisamar 4.15 2020
247317893 Macumber, Constantina 2.96 2020
364876485 Soltis, Mouhsine 3.25 2018
686872539 Boehringer, Xianping 0.03 2019
252894034 Ruivo, Kwabena 4.42 2018
169429639 Englade, Smahan 4.27 2019
205749587 Nanna, Katelin 0.09 2019
939096067 Mclaen, Louie 4.78 2018
595862728 Mazuc, Micheline 2.86 2022
276936014 Fies, Hourya 4.96 2022
381252150 Drennon, Nataniel 4.05 2018
168808138 Cruikshank, Margarete 2.49 2018
842865539 Hebsch, Otelia 3.57 2021
179999848 Fichtner, Helder 3.33 2019
546846833 Farbman, Nicolay 4.24 2018
593579294 Garczynski, Holi 0.16 2019
343066273 Knudsvig, Clodomiro 2.73 2019
908831052 Brittan, Emmy 2.81 2021
854435008 Thurlow, Aleixandra 4.70 2019
943563855 Scialdone, Bieito 3.55 2021
835034767 Grap, Luann 1.01 2022
064453200 Alaibilla, Przemyslaw 1.90 2021
389251560 Aguino, Nawal 4.17 2018
999026902 Whitledge, Bose 4.47 2021
210154477 Heyman, Joachin 4.17 2021
417877604 Sarnes, Augurio 4.39 2021
689463899 Quaye, Carim 2.44 2019
421334172 Caponi, Maciana 0.10 2020
703672824 Kleeman, Olympia 3.05 2021
554475462 Schindeldecke, Geraldina 1.51 2022
989007067 Krasinski, Severine 1.64 2022
811782207 Rockmore, Eusebiu 4.75 2021
602417901 Iatarola, Weiqiang 2.71 2021
251248852 Ibach, Cita 0.28 2019
462283618 Schreckhise, Koba 3.04 2018
110016850 Bungy, Basilia 3.33 2022
431832462 Hickinbotham, Ziortza 2.27 2019
953218862 Verlato, Ellyn 4.69 2018
258805228 Magett, Laurena 3.10 2021
467508700 Boldue, Shay 3.03 2022
065145185 Santillana, Marwa 2.84 2019
380941141 Zarkin, Quilen 3.72 2021
165751827 Cibik, Nicolette 1.60 2018
509936589 Ehrenfeld, Hildegarde 3.38 2021
734776654 Staude, Koji 4.80 2022
056075734 Siminski, Kaixin 2.11 2018
111375295 Bausch, Shuzhen 0.37 2022
855004792 Frezzo, Junyu 1.51 2022
005442214 Dalmata, Junliang 3.84 2019
741564142 Gurke, Federic 2.14 2020
799762025 Amici, Puiu 2.12 2018
356996601 Engstrom, Onintze 3.01 2021
540877545 Poliks, Collell 1.23 2020
543386851 Gannon, Damiana 0.94 2021
872954167 Zaffalon, Emilene 1.99 2022
221125277 Sickel, Naira 0.19 2021
416355800 Connley, Amaya 3.90 2020
950349080 Blanchet, Ragnhild 0.01 2020
452647014 Kothenbeutel, Amaro 2.49 2019
289738440 Persampieri, Raheela 2.49 2019
991074191 Monreal, Loyd 3.44 2020
498918155 Kuka, Sidibe 4.82 2021
283908609 Trewin, Jewell 2.65 2022
993443870 Tattershall, Rodney 0.15 2018
820691980 Biederwolf, Pompilia 0.33 2022
582898787 Bernabei, Dena 3.77 2019
366900313 Blazejewski, Xuefeng 2.93 2020
033416074 Gerbino, Dmitri 4.81 2018
420793208 Krell, Pieternella 0.34 2020
737640434 Sherlock, Sinforiano 1.96 2022
330050154 Tiblier, Gador 4.16 2018
960990270 Lijewski, Indalecia 1.76 2022
544308818 Ambrister, Shonna 4.56 2021
168542561 Willimon, Petru 1.28 2019
283492657 Estrade, Belmira 2.07 2018
939749729 Christel, Idan 0.80 2022
676926814 Aparicio, Emila 2.22 2019
077850482 Zupfer, Rashid 4.15 2018
192151254 Lewinski, Johnny 2.92 2022
755917539 Ismail, Aleix 3.39 2021
098018917 Elpert, Minka 2.24 2019
973423666 Melchert, Darci 3.94 2021
996470781 Sindel, Goizalde 0.97 2018
025894851 Stachowicz, Amsha 0.70 2021
795727110 Sandrowicz, Eraldo 4.39 2022
855263841 Bortner, Videlina 0.70 2018
659056425 Petr, Gracie 4.82 2018
793539092 Nutt, Dulcerina 2.63 2022
232106091 Cagan, Neely 4.69 2019
893060618 Amidon, Teo 1.25 2019
118009188 Willie, Lijing 2.04 2019
622778009 Witfield, Zhonghai 4.48 2019
919055479 Kronenberg, Asis 2.11 2019
737535575 Hores, Aynara 2.67 2018
082615701 Steves, Hilari 0.04 2022
205457324 Pucillo, Bea 2.95 2022
610547387 Willenborg, Colby 4.36 2020
761711456 Lurie, Aslam 3.81 2020
594660623 Burtin, Zhixiong 0.59 2020
171087816 Kaiwi, Gagik 4.74 2019
029863914 Swatek, Jenara 0.13 2018
813858974 Verbasco, Mailen 3.83 2018
162162950 Sietz, Oralia 1.20 2022
475994349 Mcquaid, Lalit 0.30 2019
532051831 Salce, Yaneisy 3.33 2019
177113933 Skrobacki, Hanane 1.82 2018
586336929 Reppell, Miluta 3.28 2018
358919655 Fukumoto, Stela 2.09 2019
804870478 Simensky, Flerida 1.33 2019
639782625 Teigen, Deogracia 1.31 2020
540157929 Herring, Uzair 4.76 2022
931276150 Vanauken, Diagne 0.10 2018
820766452 Herth, Anselma 4.77 2021
692636257 Chavous, Gurmail 2.48 2018
351392001 Homrighaus, Guangming 3.99 2020
691155771 Khora, Jhan 4.31 2018
881894022 Coniglio, Abdessadek 0.15 2022
050856525 Hoogheem, Lazara 4.75 2018
046441268 Persall, Denys 1.68 2018
398943516 Arra, Suzi 1.66 2020
331937901 Leiby, Mare 3.90 2022
993689454 Shoto, Juraj 1.06 2019
770566277 Schuiling, Nayla 3.66 2020
361552164 Byal, Ireneusz 1.72 2018
002855109 Broomfield, Aquiles 2.95 2020
830222743 Siddell, Pacifico 4.48 2019
477046828 Braucht, Hector 4.77 2021
024957216 Barlett, Nathanael 2.96 2018
573713532 Hutmacher, Janina 1.00 2019
955755856 Byse, Cipriano 1.52 2020
414539986 Acor, Maisa 2.20 2020
235294675 Brevard, Domenech 2.54 2021
603941561 Sacre, Laudina 3.46 2022
821456841 Borla, Zlatan 0.10 2019
445145117 Curi, Annet 1.20 2018
018554160 Blackie, Dusty 0.31 2020
755470863 Mom, Adila 0.44 2018
338845710 Kym, Briseida 3.81 2019
713437608 Douds, Eduin 1.59 2018
261078808 Cully, Zhonghai 3.15 2019
725620037 Pickhardt, Ichrak 2.88 2022
782195054 Tatel, Andrew 2.34 2020
596975048 Sower, Felicidad 5.00 2019
156462507 Heitmuller, Kory 3.30 2021
887044947 Schilk, Mikel 0.81 2018
175386600 Rickels, Jovana 1.26 2022
601790746 Sarcone, Vivienne 0.60 2020
555336067 Ormonde, Ansou 4.54 2019
151972935 Schuldt, Cecelia 0.37 2018
645394338 Portello, Ridouan 2.22 2022
388935095 Gionet, Darius 0.73 2018
955651559 Shay, Todorov 2.12 2020
132956027 Tobacco, Jacobina 2.50 2020
774926219 Steidley, Velva 2.82 2019
988696226 Markus, Urbana 2.92 2018
914100678 Felter, Noemia 2.45 2018
201441923 Sartin, Dora 0.93 2020
056193247 Carran, Greisy 2.79 2022
700569761 Baras, Milenka 0.52 2019
296643835 Merchen, Amani 0.16 2020
629075874 Modisett, Olimpia 0.51 2018
396325587 Stueck, Asbel 0.98 2019
525593511 Donovan, Sonam 1.54 2022
818299565 Vandevender, Kandra 4.84 2019
691875599 Vittek, Hanane 4.03 2018
085359662 Ewig, Brigido 0.02 2020
960199971 Littrell, Rosse 3.11 2018
625265490 Feno, Assiya 1.36 2018
261157262 Abdo, Dustin 1.17 2018
201064632 Witthoeft, Proceso 2.58 2019
379665079 Flugence, Roseli 3.64 2021
337474250 Latessa, Cherise 1.74 2019
600618796 Szafryk, Fanel 2.31 2018
651745457 Hercman, Zalina 0.65 2020
017713012 Bassford, Dayami 4.71 2022
140311549 Arnell, Delcy 2.91 2019
381382954 Claghorn, Raico 3.09 2021
471827332 Zwick, Gisbert 0.86 2019
467241939 Surratt, Cassandra 1.48 2019
664185032 Poormon, Djaffar 3.70 2019
937922976 Mormino, Virtud 1.32 2019
275547598 Viguerie, Aithor 0.89 2022
222856313 Stickfort, Gian 2.79 2021
745418720 Devalcourt, Abdeljabar 0.05 2018
564905785 Perrota, Sevda 3.65 2020
598395552 Stagowski, Filoftia 3.55 2022
907407674 Malinsky, Chakib 0.84 2018
783963352 Grothaus, Agnes 1.33 2020
730985376 Rigas, Debla 2.14 2019
802091321 Finck, Osmel 1.59 2019
116310572 Fonohema, Fousseny 0.01 2022
502661367 Woerner, Gaudencio 1.22 2020
410983581 Bollard, Luzviminda 3.64 2020
247729873 Vitelli, Belahouel 2.81 2022
320316771 Balderree, Zoi 0.19 2021
739593004 Faville, Miron 4.61 2019
111585257 Pernice, Iver 0.31 2022
976566341 Allaire, Yeneba 0.98 2022
223324017 Malzahn, Nallely 2.05 2020
128639901 Gueretta, Paloma 2.84 2022
072947304 Dinglasan, Raguel 4.02 2018
771951658 Vullo, Zhiyuan 4.19 2019
829101071 Alejandro, Gwendolyn 4.51 2022
622449104 Biddle, Jafet 1.99 2020
778820254 Spizer, Nihal 0.41 2022
103368511 Wendel, Jacquiline 3.23 2018
888894408 Gieck, Tiburcio 3.92 2018
287994575 Lagana, Assunta 4.33 2022
603391778 Sullenberger, Zhisheng 4.79 2021
457559547 Ori, Anmol 3.10 2020
814057512 Johnso, Tessy 4.50 2018
648772856 Minder, Jenica 0.57 2021
344793200 Fulmer, Melodie 2.16 2021
967877419 Westenhaver, Messaouda 1.49 2018
662850043 Ricke, Ynocencia 1.12 2020
626573911 Acquaviva, Sinai 0.20 2019
482578708 Kellermann, Kwabena 2.57 2019
384623111 Gillom, Sean 3.35 2018
358890018 Stwart, Eusterio 2.62 2018
033654791 Fierge, Cherie 4.66 2018
228151543 Beranek, Andone 0.03 2020
099512314 Cascia, Abdennabi 0.96 2022
580104518 Bredeson, Ivete 2.64 2022
844614229 Airola, Agapita 2.36 2022
966418483 Vanriper, Boujemaa 4.33 2020
308903836 Busto, Weiqiang 3.87 2020
796869913 Vanetten, Wensheng 4.10 2018
753713872 Mcclafferty, Oliver 1.67 2019
584073350 Hansteen, Llatzer 4.59 2019
150038802 Favorito, Pankaj 3.40 2022
149521130 Diodonet, Shengyi 4.71 2019
283128116 Fontus, Sania 2.05 2022
415634668 Gey, Quirze 1.25 2019
309148693 Beddows, Clemente 0.47 2020
855171734 Taniguchi, Honesta 2.01 2021
095134337 Balbontin, Cuimei 0.19 2018
618980289 Lydic, Adilia 0.21 2018
549665017 Sherfey, Eufronia 0.94 2019
715156216 Denwood, Cirila 4.86 2018
550349477 Poncho, Anfal 1.86 2020
265215059 Lion, Heredia 2.84 2022
642332790 Bollis, Deloras 1.40 2018
506011402 Pestoni, Tsvetko 1.88 2018
169454077 Weissenbach, Kimberli 1.44 2018
687551688 Corado, Crispo 4.67 2019
013664212 Wasicek, Aketza 3.17 2018
169830709 Neighbours, Bryant 2.50 2022
395208538 Vuckovich, Birama 4.76 2019
018858391 Helf, Trista 2.73 2018
628060161 Huffaker, Redouane 1.11 2019
323639383 Arrizola, Ginesta 2.57 2021
403112241 Emmi, Edmar 1.70 2018
998888017 Oland, Feiyan 2.98 2019
161938088 Brashaw, Petrov 2.88 2018
496945702 Eskin, Irache 3.32 2018
506436634 Newcom, Leesa 3.38 2020
275332261 Fackrell, Erina 3.62 2019
249351928 Miske, Hachem 3.31 2020
128475825 Ruf, Valda 1.33 2022
964229482 Eshom, Mihaila 4.40 2021
322066844 Gahl, Nanette 3.35 2018
401339802 Tomes, Alberico 1.90 2021
063690599 Goodwin, Arash 1.04 2019
146286090 Sumsion, Wenxiang 3.59 2019
785180185 Orlinski, Marietta 0.59 2021
757600482 Uselton, Waneta 0.34 2022
823609277 Karger, Jarmila 2.25 2018
089301947 Strock, Al 1.79 2020
962482448 Mith, Minerva 0.12 2019
109402136 Beeler, Gregoire 4.94 2020
054669566 Vrbka, Harlan 1.43 2019
681733768 Bjorgen, Bibi 3.36 2021
264352778 Warp, Jonay 2.48 2019
928012074 Dugo, Lesya 2.44 2020
298202344 Garrington, Gaudioso 3.52 2020
266723623 Stelk, Xiufang 2.50 2019
658083187 Rought, Jaganatha 4.19 2021
658837857 Cheak, Crisogono 0.39 2020
265928986 Lemmer, Alassana 4.54 2022
917973716 Surrette, Romaissae 3.40 2018
851818085 Socorro, Arianny 3.14 2021
520860429 Petronella, Troy 1.43 2022
137256481 Barnscater, Syra 0.32 2020
193320283 Ernster, Sorinel 2.42 2020
282460364 Bazzell, Desamparats 3.08 2022
498649822 Golian, Filomeno 3.39 2020
929927427 Broce, Viktorija 2.63 2020
924801719 Weisenstein, Mecedes 2.95 2019
204723449 Pinzon, Shayan 4.89 2022
202891850 Rumery, Yeremi 4.80 2020
293716374 Gaudette, Dimas 1.07 2019
827312738 Sarff, Kyra 2.69 2019
275996608 Nabhan, Iyan 3.86 2021
196021085 Montealegre, Samba 2.75 2019
947641182 Boiles, Nolberta 2.17 2020
586125720 Fissori, Vernita 4.96 2022
666328598 Opielski, Barek 3.27 2018
157788489 Oman, Amante 2.39 2018
974863919 Higgons, Ijaz 1.50 2022
518070640 Perret, Evert 4.70 2018
245801004 Dace, Sheba 3.41 2020
350015835 Drawec, Jadiel 4.45 2022
601725428 Boback, Hasnia 4.95 2021
414973717 Kenekham, Houmad 1.21 2022
669801296 Gros, Nahir 3.06 2019
272933945 Alverado, Brittny 4.04 2018
669031030 Lynott, Bassim 1.73 2021
607657600 Heschke, Fatema 3.39 2020
216156246 Ghantt, Fadel 1.87 2019
469034374 Polit, Abdelhabib 0.88 2020
426937147 Peverini, Chandra 4.19 2021
303027126 Wetzel, Reneta 4.43 2018
986240932 Shutt, Soumiya 2.05 2021
786403284 Perrigan, Xiu 2.85 2021
641141151 Mirao, Bahija 3.30 2020
130453044 Yanetta, Tu 1.31 2019
565789027 Lowis, Josefine 1.17 2018
461451428 Auzat, Zhifeng 0.89 2022
984240157 Gielstra, Niko 3.15 2022
354055434 Torgeson, Volodymyr 0.21 2020
227276743 Garrett, Tessy 0.25 2018
609612238 Troxell, Core 0.07 2019
109162229 Callender, Amando 3.93 2022
053301385 Mcferren, Samra 2.15 2021
881549477 Smyrl, Agora 2.02 2022
049982288 Bever, Granada 2.48 2022
118746182 Rout, Zhicheng 4.58 2022
513024147 Jason, Johana 3.45 2021
983969978 Grudt, Alysha 3.28 2021
885433675 Bagby, Shea 3.72 2022
266909088 Paukstis, Miro 4.26 2019
417592778 Hessell, Alcazar 3.81 2019
502395522 Ableman, Tzvetan 3.80 2021
429519360 Carland, Efe 0.73 2021
671656506 Markovich, Macoumba 1.15 2019
623990581 Gutekunst, Linfeng 4.51 2022
150987679 Walin, Retta 0.13 2020
959172187 Adi, Yasir 4.27 2020
177275069 Cuascut, Ingresar 2.03 2018
421298149 Buttke, Diedre 2.08 2020
792578783 Mosmeyer, Matheus 3.13 2020
840267004 Pires, Haiat 4.97 2020
016589308 Hodgson, Sigitas 2.56 2022
186348207 Palmiotto, Darien 2.38 2019
770207085 Hagadone, Zlatka 1.80 2019
314869233 Keegan, Fettouma 2.28 2018
452905514 Crutsinger, Jader 0.42 2019
053745972 Lytch, Piero 2.58 2019
493497289 Marusiak, Vaidotas 3.08 2019
422747042 Spiers, Zouhra 0.77 2018
636932517 Oyston, Tehmine 2.05 2021
754642412 Raelson, Delfi 2.56 2021
138011073 Decurtis, Sadako 3.28 2021
661988230 Rounds, Xanet 3.67 2020
630074480 Zepf, Lhou 3.43 2021
014825276 Petrak, Ugutz 4.59 2019
418023651 Deur, Ngagne 1.45 2018
372216711 Kacic, Onisor 2.87 2022
233102650 Hartlage, Rosaria 0.54 2020
690892952 Wattson, Usune 4.25 2018
787901028 Holtsoi, Alhaji 2.83 2022
940577235 Stefl, Mao 4.98 2019
896436497 Servey, Unay 2.60 2018
140065952 Auston, Killian 1.75 2020
713362436 Cartrette, Yaxin 2.40 2019
958668442 Altomare, Lhou 2.26 2020
938065308 Capri, Verisimo 3.40 2018
102528679 Sadahiro, Ribhu 2.46 2022
438484628 Demarse, Seema 3.76 2020
169560054 Corington, Arena 1.88 2019
277046006 Shoff, Conor 0.38 2022
260880570 Trizarry, Moreyba 0.90 2020
499501535 Wiggen, Zara 2.38 2021
537421349 Wentz, Saraniu 1.15 2022
929807026 Riddle, Delphia 0.98 2018
804462276 Harleman, Mayerly 1.72 2020
103323295 Mayhall, Ksenia 4.95 2022
109613748 Shulenberger, Aladino 0.70 2022
551264185 Verges, Pathe 2.02 2020
691279042 Hamn, Bladimiro 1.58 2021
674594683 Menotti, Willemina 2.23 2020
441163955 Vitale, Teresa 1.28 2022
796022372 Daffern, Knut 0.03 2020
838027460 Tayan, Romarey 4.67 2019
790118957 Bernot, Jhonnatan 2.91 2020
524250587 Ziebert, Elody 3.94 2022
972078810 Netherton, Jannet 3.78 2019
937620561 Clites, Hutman 4.75 2020
186450123 Salas, Chamaida 3.85 2022
319787056 Kracke, Ananias 2.05 2020
065871976 Chapple, Hiram 4.75 2018
527574573 Dinning, Seikou 4.83 2019
369860028 Stamos, Matheo 4.16 2022
479118260 Butrick, Dwarka 1.73 2018
956002121 Rosel, Galder 1.71 2020
923913081 Komorowski, Villar 0.96 2022
911263341 Elgin, Armide 0.87 2021
815166332 Kelsoe, Jinming 1.31 2019
497816333 Borthwick, Valverde 2.21 2019
660607805 Semonis, Sibilla 4.07 2021
584548394 Danyow, Tarsha 3.08 2022
971776815 Spigner, Crescencia 2.90 2019
288737844 Solo, Estefan 1.52 2018
330101572 Lubbers, Madicke 3.95 2019
310174107 Vick, Morgane 4.01 2021
296736111 Schertz, Jewell 2.81 2021
901768766 Kocab, Lahcene 3.28 2019
946223141 Gravley, Kirstie 1.80 2020
518650060 Selden, Madelen 1.64 2022
527313756 Masudi, Delicia 0.14 2019
886458497 Kleiber, Fatoumata 1.13 2020
474174835 Pullens, Abdeloihed 2.37 2022
520075588 Goonan, Booker 3.37 2018
303709965 Arwood, Svetozar 0.59 2021
378496923 Mallia, Lindsay 1.34 2021
718142564 Ketchem, Uxune 3.88 2018
449831744 Kondel, Nebojsa 3.68 2018
298558183 Savinon, Lorri 0.32 2018
722400982 Faeth, Penni 3.90 2021
433573653 Genrich, Iordanka 3.20 2019
079223073 Muyres, Primitivo 0.60 2021
892770142 Mcgeary, Miro 1.94 2022
271651478 Zacher, Lory 2.31 2020
865208832 Zellmann, Cristophe 0.54 2018
361048257 Ivory, Mbaye 2.51 2021
270822715 Nydegger, Souhila 1.99 2018
182691143 Klinner, Nurys 1.76 2022
986386349 Diller, Gisela 1.91 2019
183484746 Bialik, Jim Boyd 0.80 2022
297407593 Cory, Juanjo 1.58 2022
966661741 Hudnut, Jeanine 0.94 2020
129689182 Fidel, Natanael 4.10 2018
338301704 Degraffenried, Anna 2.12 2020
520594411 Koutras, Oddvar 3.54 2018
527511589 Ramagos, Elen 3.62 2019
058030878 Agtarap, Salimatou 0.63 2021
733201193 Elek, Procesa 4.60 2022
012170160 Barcley, Melania 1.33 2021
792039311 Spieler, Auxilio 4.36 2018
085738437 Brailsford, Abdelouahed 3.20 2021
514630643 Bainey, Tori 3.26 2020
358123722 Suehs, Cesareo 1.82 2020
086397690 Patague, Nica 0.85 2020
263381962 Dilley, Nohemy 1.73 2021
123262206 Camic, Wenhao 2.62 2022
487914086 Sly, Ilina 0.20 2018
869441833 Sargis, Shabir 0.20 2020
581367965 Sipriano, Georgianna 1.68 2018
521707928 Gindi, Decoroso 2.12 2019
262875306 Tubby, Tremedal 1.84 2022
646837079 Demallie, Ecaterina 2.71 2018
393043335 Angton, Xuhar 0.63 2021
849554447 Tullison, Malamin 0.59 2021
226837232 Asby, Toqeer 1.93 2018
689031235 Hadlock, Aderita 2.86 2019
118021376 Miah, Samoil 1.50 2020
772874984 Edleston, Pacifico 0.36 2020
866405662 Lischak, Silmara 0.05 2018
