000027379 Trachtenberg, Illia 2.18 2021
561080815 Ruzbasan, Pipino 4.76 2019
561082241 Pedri, Arusyak 2.28 2021
561085138 Duvernois, Mecedes 0.22 2022
561102995 Mccammon, Althea 3.77 2022
561104453 Marek, Kathleen 1.72 2020
561107191 Vaccaro, Stanton 1.23 2021
561113677 Safford, Hur 0.93 2019
561129778 Cederberg, Ignasia 1.18 2018
561132837 Ledley, Lukas 4.87 2022
561173414 Houten, Meijun 4.92 2019
561180791 Munchmeyer, Melca 4.46 2021
561186625 Melendres, Agatha 2.74 2022
561194036 Mengel, Jeanine 0.91 2021
561196340 Dahms, Francelina 1.54 2018
561226298 Zwilling, Hosain 4.14 2021
561231205 Manson, Moumen 0.12 2021
561240207 Barsuhn, Valdemir 0.93 2022
561240542 Rotert, Willington 3.06 2019
561244088 Diodonet, Heidi 2.66 2019
561259485 Bilich, Meike 4.18 2020
561263652 Culp, Jasbir 0.49 2019
561263375 Petramale, Vicky 3.67 2018
561281540 Perdzock, Yawen 0.39 2022
561287910 Kuty, Ivanilda 0.76 2022
561318189 Asam, Kathline 4.78 2020
561331283 Gaulden, Josu 4.22 2019
561334310 Alert, Tourya 0.30 2019
561348162 Weitkamp, Cielo 4.19 2020
561352180 Salas, Abdessalam 2.15 2021
561396058 Mcginness, Neculina 0.29 2018
561399579 Kraemer, Shae 3.01 2020
561422102 Cazaree, Thays 0.09 2022
561443767 Doukas, Anali 0.93 2018
561457064 Virostko, Aicha 2.42 2021
561459294 Nutting, Ludovic 3.45 2018
561473696 Sicard, Flerida 2.05 2022
561474804 Collozo, Ryann 2.21 2021
561491667 Silvester, Zhanna 2.68 2021
561492002 Kowalkowski, Florenti 3.98 2022
561494561 Capdeville, Puerto 0.43 2021
561517096 Mclaurin, Xiaoyi 3.24 2018
561530758 Kieke, Stela 1.53 2019
561531733 Sumaran, Jacobo 1.01 2019
561550562 Norville, Setti 2.17 2021
561562129 Wreath, Russel 0.95 2021
561565004 Hirschman, Atilana 0.29 2021
561566278 Hoffa, Sharon 1.26 2019
561587902 Lauricella, Ronda 2.44 2018
561603872 Bilous, Mia 0.43 2019
561607202 Friedrichsen, Minta 1.46 2022
561619615 Zacharia, Friedrich 2.69 2019
561623896 Auces, Marinalva 2.39 2018
561649167 Loffelbein, Isolina 1.98 2019
561660971 Proper, Dochia 3.22 2018
561660652 Halcott, Tubal 4.26 2020
561667045 Harvest, Alodia 1.93 2021
561680249 Sprosty, Sadrac 3.50 2021
561699566 Piermont, Bennasser 4.10 2021
561700560 Wrights, Reyna 0.68 2018
561710404 Osuna, Piroska 0.07 2019
561711775 Hanback, Bubakari 4.48 2018
561734641 Wilch, Milko 0.17 2022
561739779 Lafountaine, Vanyo 1.38 2021
561754087 Cuperus, Deniss 0.27 2019
561774047 Gigante, Emerito 2.40 2020
561787599 Chiang, Guanghui 2.45 2019
561797376 Pringle, Salma 3.67 2021
561810355 Stahr, Manol 4.50 2019
561814987 Woolman, Kaneez 0.88 2020
561827422 Jarnagin, Servulo 3.93 2019
561878471 Rolfs, Evaldas 0.35 2019
561903545 Driskell, Casildo 0.34 2020
561911166 Bresko, Petrona 0.35 2018
561920497 Tylor, Anatolia 1.12 2018
561929354 Leibel, Aleksandrina 1.73 2022
562001973 Ecoffey, Domingas 2.06 2021
562009774 Vlashi, Erico 4.83 2021
562010444 Pursifull, Taher 0.35 2022
562067881 Kittelson, Sidaty 4.34 2022
562091587 Agerton, Doris 1.85 2019
562097548 Lantto, Elhadji 3.37 2018
562097599 Nunziato, Milada 0.19 2021
562098802 Eick, Felicisima 3.04 2022
562101572 Sestoso, Dahiana 3.08 2020
562104612 Martillo, Cristofher 2.84 2018
562117862 Daudier, Henrietta 3.98 2021
562151606 Bastone, Ulisses 3.49 2018
562162464 Dwire, Bidane 4.93 2018
562162995 Boone, Whitney 4.94 2022
562166045 Duncanson, Edileuza 1.45 2022
562166159 Kettner, Abdelkebir 3.52 2022
562188030 Muszynski, Fania 4.70 2018
562193889 Baksh, Lidiia 1.08 2020
562194786 Slockbower, Loredana 1.22 2018
562215811 Mccubbin, Vladyslav 1.64 2021
562258489 Valla, Pardeep 3.86 2019
562264644 Litvin, Aristeo 4.83 2022
562279281 Massard, Ta 1.07 2019
562291496 Winder, Misu 0.49 2021
562304875 Qualheim, Jamina 4.27 2021
562306212 Bice, Dessie 3.23 2022
562324903 Zavacky, Amat 0.63 2018
562326991 Sondag, Vicent 0.33 2021
562329340 Fordham, Yailin 4.97 2019
562334143 Dedrickson, M'Barek 3.27 2018
562338673 Lollar, Roumaissa 1.34 2021
562344108 Woessner, Hermelina 4.01 2021
562345480 Weins, Celestin 2.02 2019
562360515 Pokoj, Aradia 0.04 2020
562367532 Renaud, Abderahmane 3.54 2019
562372244 Ceretti, Elena 2.41 2020
562399964 Otutaha, Oliverio 4.56 2018
562411702 Prondzinski, Haize 3.66 2021
562417169 Farella, Lavon 3.82 2020
562428963 Fugere, Tiffaney 1.89 2020
562431982 Olinsky, Eddie 2.18 2022
562433806 Hislop, Kerman 1.18 2019
562449123 Lefrancois, Baldomino 1.91 2022
562501028 Pung, Arhoa 3.85 2019
562508675 Cherubin, Dobri 2.22 2019
562513520 Schlicht, Jiafu 3.44 2022
562513664 Pocchia, Raghu 4.56 2019
562540712 Rumbley, Abdeljabar 1.17 2019
562565992 Pytko, Erminda 4.20 2018
562576616 Mccoubrey, Argia 2.91 2019
562576345 Bregman, Ikhlas 4.78 2018
562582018 Mosier, Landelino 2.55 2020
562588651 Periera, Leonila 3.32 2022
562613105 Mccarrol, Anthonia 2.58 2022
562619198 Cadigan, Aisatu 3.09 2018
562646828 Denger, Susagna 1.64 2019
562661967 Galinoo, Youssaf 0.58 2019
562663186 Wasicek, Aimei 1.96 2018
562664792 Hageman, Desislava 3.79 2021
562665212 Cossin, Pat 0.08 2020
562685623 Protas, Marua 4.88 2021
562695828 Schrawder, Anyi 3.55 2019
562700017 Nork, Gillian 0.56 2018
562713680 Scarpato, Isolino 4.72 2019
562714814 Bibee, Oulaid 3.86 2019
562751548 Rodgerson, Shaunna 0.74 2020
562752365 Wittliff, Yoan 3.11 2020
562795913 Delgenio, Sacramento 1.81 2018
562795855 Scimeca, Kisha 4.82 2020
562811208 Skocilich, Sherrell 3.72 2019
562812421 Nikolai, January 2.00 2021
562838517 Schiavoni, Rolland 3.93 2018
562842775 Klink, Ebru 0.35 2019
562857248 Altadonna, Mohsine 4.04 2022
562864569 Kwilosz, Andriu 4.09 2019
562867996 Dinora, Rosalee 4.30 2020
562882476 Sandine, Lluvia 1.88 2020
562883810 Mikes, Tlaitmass 0.75 2021
562883403 Angle, Chantell 3.96 2019
562886068 Bhatnagar, Racquel 0.43 2018
562899709 Wheelan, Oroncio 4.73 2020
562912770 Tosco, Nicolas 3.06 2021
562920215 Koretsky, Lurline 1.24 2021
562921953 Gerdsen, Amin 1.91 2020
562929950 Chanel, Roni 4.38 2022
562942008 Devazier, Sherif 4.45 2022
562954682 Mickolick, Badiaa 1.33 2021
562954508 Resse, Roldan 3.27 2022
562955029 Tingen, Aimei 1.81 2018
562959570 Trippel, Fane 0.65 2022
562962100 Maleck, Florentin 3.75 2019
562967281 Nanik, Milvia 0.53 2019
562976936 Leerar, Zeeshan 0.38 2021
563005192 Beckor, Chems 4.60 2022
563013151 Loup, Slavcho 2.86 2021
563018515 Leazer, Cesarea 0.06 2019
563040004 Hiter, Costina 2.07 2018
563057772 Allerton, Madelyn 4.24 2022
563060675 Delva, Elisabhet 4.20 2019
563089677 Gaber, Carlos 3.35 2019
563111167 Toboz, Uvaldina 0.13 2018
563117504 Flipp, Nikolov 3.50 2022
563128594 Cundiff, Virgen 3.68 2018
563136194 Twardy, Boutros 4.58 2020
563137877 Trojan, Elpidio 3.63 2021
563139244 Howen, Zachary 4.93 2021
563140437 Manasares, William 3.94 2021
563198694 Doran, Auritz 1.15 2020
563217746 Todoroff, Rishi 3.10 2021
563218153 Crosthwaite, Aldana 2.87 2021
563218921 Blanzy, Yohara 4.56 2019
563228696 Rehkop, Teodolina 0.46 2021
563236045 Defreitas, Malaika 2.69 2022
563241833 Hultberg, Candelario 4.56 2021
563255704 Langstraat, Rusty 4.26 2019
563266965 Kaawa, Calina 1.34 2022
563304013 Nibert, Eumelia 1.17 2022
563312484 Bonnie, Ranjeet 1.35 2022
563323525 Breedan, Salwa 0.45 2019
563326265 Stingley, Marcus 4.16 2022
563339611 Stahr, Ruyi 0.82 2018
563343329 Anawalt, Janny 1.23 2018
563345718 Cossette, Ferdinando 1.47 2018
563349182 Teachout, Maftei 1.19 2022
563381324 Rutland, Zebenzui 3.74 2020
563405019 Papanikolas, Jaimeta 1.85 2018
563415278 Pesenti, Lixiang 0.67 2019
563431315 Monarca, Maeba 0.51 2021
563454419 Beshero, Romayssa 2.67 2021
563482840 Kwilosz, Silas 2.76 2018
563494241 Frohberg, Horacia 4.88 2018
563508048 Mowdy, Gilles 2.22 2018
563514035 Yuill, Ouiame 4.33 2022
563536496 Dienhart, Joanes 3.96 2018
563538464 Biebel, Marylynn 1.86 2022
563563651 Cossaboon, Gaumet 0.75 2021
563567796 Merrell, Maelle 1.86 2020
563573180 Pikus, Ferhat 0.07 2019
563583231 Cerce, Meritxell 2.15 2021
563597280 Moyer, Gabor 3.76 2018
563600322 Stamps, Sukhjit 3.49 2019
563604535 Meaders, Domenica 1.11 2018
563609865 Delung, Annegret 4.15 2018
563610047 Tomberlin, Mahyub 1.31 2018
563612419 Spallina, Hermelindo 0.75 2020
563632574 Coppes, Sotera 4.83 2022
563636616 Schoeppner, Adahy 3.88 2020
563641388 Shalwani, Giovani 1.96 2019
563643531 Travillian, Anila 2.74 2021
563644892 Schellhorn, Lynn 0.65 2018
563654806 Alconcel, Efrain 0.37 2020
563659708 Hamolik, Jorg 4.87 2018
563661187 Luedi, Jun 2.16 2019
563667978 Polter, Oiane 0.44 2018
563668572 Mcrary, Kazuko 2.37 2022
563672249 Villandry, Hakima 0.94 2018
563675785 Tojo, Rafel 2.54 2019
563679610 Abeles, Arbey 1.83 2022
563686398 Toeller, Ela 4.93 2022
563698494 Sandefer, Verdell 0.53 2020
563709683 Kardell, Donella 4.46 2018
563733992 Crafton, Nazarii 3.42 2018
563740820 Sorg, Dawid 4.60 2019
563743505 Coverton, Nancey 3.73 2020
563746604 Baig, Anet 0.32 2021
563757258 Alson, Fabrizzio 3.86 2018
563762995 Jespersen, Arabella 0.36 2021
563767966 Lucear, Valdete 2.27 2019
563772807 Somsana, Chasidy 0.70 2022
563793834 Barbati, Gretchen 4.11 2018
563796327 Brix, Carmenza 3.89 2020
563813659 Douga, Cherryl 3.11 2018
563843613 Whiten, Antonina 2.94 2019
563847200 Waiau, Margrett 4.75 2019
563878776 Merrills, Abdeljebbar 4.73 2021
563881195 Zorich, Jurdana 3.92 2021
563889533 Pinnix, Esau 1.09 2021
563908156 Piccola, Delioma 3.46 2018
563909757 Goes, Sharan 2.09 2019
563914100 Malizia, Rosenda 3.84 2021
563921041 Forbs, Juliano 3.78 2019
563938354 Sandoe, Zachery 3.96 2019
563969788 Wyly, Auba 2.76 2018
563988316 Ellwein, Jillali 4.26 2022
564013038 Renter, Sandica 1.00 2018
564039768 Hill, Aboudou 4.79 2021
564061406 Ashwood, Junia 3.32 2020
564071963 Huguley, Spencer 4.19 2019
564072719 Cowser, Gela 0.76 2018
564083401 Boatright, Rkia 4.84 2019
564108139 Helveston, Divine 2.54 2019
564110143 Corbeil, Umar 2.71 2019
564116456 Stieff, Nelu 2.83 2021
564129511 Lunford, Yoanka 1.42 2022
564144421 Colins, Esteban 1.07 2018
564151266 Pitter, Uhaitz 1.46 2022
564169230 Scamardo, Danielly 0.17 2019
564174351 Cardamone, Keshia 1.05 2022
564175635 Lanzillo, Ives 4.28 2022
564206577 Holdiness, Ovidio 4.56 2018
564212558 Makinen, Evaldas 3.09 2022
564227199 Montesdeoca, Antioco 4.17 2021
564229698 Resner, Enver 4.92 2018
564231897 Reppert, Fabio 1.64 2021
564236433 Prucnal, Lahcen 2.15 2021
564240132 Landrey, Excelsa 1.09 2021
564243575 Batman, Yulia 2.78 2021
564267891 Dishaw, Yulin 4.03 2022
564309513 Newfield, Ariadne 4.18 2022
564311493 Wage, Abdelmalik 3.02 2019
564311553 Stavis, Talat 3.53 2018
564319976 Rendler, Nene 2.90 2018
564322805 Malik, Adrianne 2.36 2021
564324738 Osorio, Halim 2.70 2020
564324762 Stopp, Merab 0.35 2020
564325443 Edgeston, Alida 3.70 2020
564346303 Defouw, Angela 4.22 2020
564373035 Harr, Filadelfo 4.21 2019
564396101 Youns, Tory 2.17 2018
564404296 Curby, Neculae 1.28 2022
564409668 Heasley, Gaetana 2.57 2020
564412495 Lichenstein, Carlina 1.68 2020
564419155 Prude, Marinella 3.72 2022
564423158 Brandeland, Aguasantas 2.94 2019
564429300 Sakaguchi, Isidro 0.61 2022
564436606 Ardner, Suliman 0.99 2019
564478507 Whistlehunt, Nayua 0.14 2018
564504222 Retzer, Rosann 0.85 2021
564515743 Eagleston, Antonius 0.42 2021
564521895 Ingegneri, Bin 0.36 2018
564554941 Nebergall, Jemaa 1.91 2021
564555992 Gerlach, Evarista 4.48 2021
564566063 Silberberg, Legarda 3.58 2018
564575145 Thulin, Aiyun 3.02 2020
564579308 Dirose, Arpine 1.01 2021
564579729 Scrivener, Ijlal 2.08 2018
564580552 Moors, Jinfu 1.97 2019
564597338 Damoth, Xuezhen 0.41 2020
564606437 Drumgo, Boubaker 1.64 2021
564610776 Carknard, Ariadne 4.66 2022
564623860 Keaser, Emy 2.22 2019
564623187 Schrayter, Tubal 4.66 2021
564636967 Woodham, Rouchdi 1.52 2018
564654291 Marsters, Ornela 2.57 2019
564667183 Mouzon, Clamores 4.24 2020
564686279 Julsrud, Un 0.26 2021
564721179 Mccoubrey, Sigerico 4.75 2020
564722884 Haverly, Castor 1.56 2019
564724712 Mullens, Sarah 4.31 2021
564726729 Joline, Yohanny 1.40 2019
564735555 Bley, Abdelali 3.73 2018
564750878 Turmelle, Anxos 0.57 2022
564808862 Bierschbach, Mariely 4.43 2020
564809881 Goeke, Thilo 4.31 2021
564826998 Mortimer, Lijuan 4.17 2019
564827096 Fassio, Yurii 4.90 2020
564850164 Dikes, Anuar 3.70 2022
564850812 Kalert, Brandy 2.45 2019
564869562 Ebner, Sonali 2.56 2019
564879566 Neidhardt, Messaoud 4.82 2021
564884561 Harrigan, Chafi 0.86 2021
564892451 Gums, Milva 2.18 2022
564894144 Laffer, Xinli 0.05 2018
564898056 Passwater, Tais 1.34 2021
564901822 Edwards, Fen 2.00 2018
564903972 Depace, Waneta 2.45 2020
564918215 Twichell, Yuly 2.81 2018
564918043 Clayburn, Mouhamed 0.51 2022
564922012 Iller, Loise 1.20 2022
564924757 Oakes, Mikaela 4.94 2019
564929846 Senko, Mohsen 1.09 2018
564929278 Hisrich, Boujema 4.88 2021
564946077 Jahnel, Tamaz 4.67 2018
564953022 Shumiloff, Maximiano 4.52 2022
564969632 Kosar, Ivan 4.11 2020
564979115 Kriek, Fodil 2.95 2020
564982485 Soderlund, Arhimou 2.24 2021
564984258 Nordwall, Xufen 2.34 2021
564998330 Vanhekken, Sophio 4.63 2022
565009049 Cozine, Pritivi 2.00 2019
565025694 Ramsbottom, Florian 2.32 2019
565027562 Vangelder, Dalma 3.60 2018
565029713 Peavler, Masako 3.02 2018
565037628 Wongus, Manol 4.36 2022
565040717 Bostelman, Ysmael 2.66 2019
565080914 Yoshizumi, Dannielle 3.35 2020
565094965 Mastro, Area 4.44 2020
565100631 Lennert, Elio 0.88 2022
565107678 Marangoni, Gabor 0.92 2021
565119498 City, Grzegorz 2.82 2020
565119539 Buntjer, Izabel 3.47 2020
565130189 Tsistinas, Reto 4.32 2021
565142188 Theus, Oumhani 1.85 2022
565145944 Petrello, Malen 0.49 2022
565148632 Grundon, Yunaida 2.27 2022
565151893 Trentini, Gualberto 2.08 2019
565168739 Vesely, Sukhjit 2.88 2018
565179277 Martindale, Arabia 1.85 2018
565185358 Officer, Diko 3.37 2020
565200884 Ji, Maiquel 2.38 2022
565205261 Penaherrera, Gergely 3.71 2020
565212914 Plues, Theressa 4.84 2022
565215398 Wahlenmaier, Hssain 0.73 2018
565223433 Bettis, Maitane 3.66 2018
565230638 Grumbling, Rui 3.06 2020
565233407 Kikkert, Gerry 4.17 2018
565235919 Stawarz, Glory 1.78 2019
565250014 House, Gale 1.20 2022
565253335 Mallia, Suzanne 0.07 2019
565270853 Hoernemann, Silviya 4.32 2021
565287494 Faley, Miguela 0.14 2019
565293956 Polyak, Alle 3.09 2022
565325477 Dapper, Keltoum 0.66 2019
565342113 Maraia, Dereck 3.36 2019
565347600 Crute, Anghara 0.95 2019
565355222 Poppema, Kassie 2.20 2020
565363339 Rambeau, Helaine 0.43 2019
565371739 Oliven, Shagufta 1.73 2018
565390892 Harten, Rusu 1.79 2020
565390298 Bathrick, Lucinia 2.62 2020
565400148 Sonkin, Yuzhen 4.68 2022
565418915 Gehl, Dima 4.98 2020
565457395 Blomdahl, Aldemar 0.95 2019
565473881 Gainer, Goizalde 1.52 2021
565499082 Borland, Jiahui 4.47 2018
565500674 Olesen, Lucrecio 2.61 2018
565539214 Whitenack, Imane 1.80 2019
565549392 Dushaj, Moira 2.18 2021
565550486 Fredric, Simonne 4.75 2020
565554939 Crocker, Xufen 0.57 2019
565579149 Lauzier, Roxanne 0.44 2020
565580073 Magallan, Arhimo 1.11 2018
565596925 Attilio, Oumaima 0.99 2018
565602368 Sweigart, Vagner 1.65 2021
565611748 Mccorison, Savanna 0.32 2022
565614690 Abina, Kori 3.40 2020
565618405 Brownlee, Maryalice 0.11 2020
565620064 Lenoir, Naoufal 1.11 2021
565622644 Ratsep, Candelaria 2.94 2018
565634244 Balas, Nuha 1.57 2022
565635881 Goers, Laimonas 2.59 2020
565635988 Blakstad, Anass 2.25 2022
565644449 Dermo, Janette 1.89 2021
565657009 Finnigan, Mayalen 0.07 2022
565661458 Cardonia, Jessie 4.65 2020
565670034 Britschgi, Anunciata 0.50 2020
565672253 Heafey, Quintina 3.92 2019
565695627 Raycraft, Mayka 1.28 2019
565704764 Greisser, Wolf 3.45 2021
565707368 Albaugh, Graca 3.37 2018
565729877 Bower, Hassie 2.41 2022
565761047 Lindstedt, Mireille 1.94 2019
565780159 Lazalde, Landelino 0.01 2022
565796956 Luttman, Ailin 2.08 2018
565800947 Taback, Chi 1.06 2020
565806417 Meanor, Madina 2.17 2018
565828563 Warrell, Octaviana 2.99 2018
565834634 Leskovar, Bertol 1.95 2020
565837865 Mcgough, Apolonio 2.84 2019
565857699 Gibson, Benjamina 1.22 2018
565859415 Aiello, Fatma 3.19 2018
565860034 Ogarro, Birdie 0.97 2022
565862854 Hansen, Txaro 1.29 2021
565868360 Minors, Tiare 4.10 2021
565873391 Kranze, Alam 3.98 2018
565873246 Nielson, Kostiantyn 0.95 2021
565875289 Hooley, Britany 2.26 2019
565881443 Weatherholt, Juliette 4.13 2021
565889614 Marmion, Raghbir 2.57 2022
565892180 Syers, Orietta 1.28 2019
565907642 Summer, Nelly 0.59 2019
565921811 Coutermarsh, Altha 2.54 2020
565925143 Mercy, Rossmery 3.68 2021
565927774 Eisman, Shabir 4.76 2022
565937910 Shumock, Manue 0.46 2021
565938612 Montcalm, Mose 2.91 2018
565947125 Butron, Xiaomei 3.66 2020
565948515 Abood, Lledo 2.97 2021
565966831 Aspinwall, Geni 2.85 2020
565986863 Nofsinger, Junko 4.38 2022
566027746 Kilcullen, Sankung 2.73 2018
566041329 Heroux, Anisoara 0.82 2022
566045884 Cram, Aurora 4.66 2019
566046600 Rementer, Irmantas 3.13 2018
566051979 Comas, Leovigildo 3.32 2022
566060994 Fielden, Xicotencatl 2.69 2022
566060918 Chantry, Nassiba 2.82 2021
566069276 Rockymore, Lastenia 2.85 2019
566071448 Mowan, Djiby 4.57 2020
566074734 Lampkins, Prepedigna 1.06 2020
566093419 Burwick, Danille 2.75 2022
566132566 Remian, Marilenny 2.57 2020
566135870 Brienen, Nezha 2.66 2018
566138799 Mastrogiovann, Rolan 1.62 2021
566141851 Courchesne, Herbert 2.70 2019
566142180 Wheelen, Lavelle 0.22 2019
566156160 Joans, Khalissa 2.96 2021
566177355 Adsit, Jianmin 1.10 2020
566181947 Kingsford, Ieda 0.99 2019
566182959 Mecca, Yanik 1.28 2018
566193464 Mcanally, Sarahy 4.54 2019
566194622 Boteler, Aleen 3.46 2022
566201736 Pulido, Goiuria 3.95 2018
566229906 Kannard, Jonhatan 2.55 2021
566229270 Stent, Yovana 1.49 2019
566252936 Harlan, Kewin 1.67 2018
566260761 Pabey, Enoelia 1.76 2019
566266816 Stoddard, Meriam 3.84 2020
566275742 Stonum, Miley 3.46 2019
566277429 Goulden, Hichan 1.63 2021
566282683 Grall, Waqas 2.32 2020
566284999 Henniger, Xiaohong 0.19 2020
566302254 Chermak, Cherie 0.33 2021
566313832 Hilst, Mahayuba 2.83 2018
566320575 Lesiak, Chelsie 3.32 2020
566330409 Varnon, Avril 3.45 2020
566346588 Heckerman, Carri 4.61 2019
566380439 Angley, Parviz 4.88 2022
566382184 Bachler, Brahian 0.10 2022
566383945 Murray, Huizhen 3.56 2019
566392928 Dreka, Jacqualine 2.45 2021
566406690 Stoglin, Gianpiero 3.07 2022
566415722 Chruch, Nehemias 4.74 2018
566416924 Laumeyer, Melba 2.99 2019
566418520 Kussman, Adulfo 1.18 2018
566464771 Bielinski, Happy 4.12 2022
566477173 Lloyd, Edesio 4.63 2021
566483387 Marken, Hasmik 2.02 2018
566487313 Osmundson, Liselotte 4.18 2019
566501289 Remke, Angels 4.22 2019
566518895 Troxler, Chunfen 1.45 2018
566522334 Howdyshell, Emese 3.53 2019
566533879 Salva, Sina 1.98 2022
566539776 Badie, Olanda 4.48 2019
566543267 Merkowitz, Kaitlin 4.00 2021
566546099 Cristelli, Malina 3.24 2019
566553293 Kingsberry, Peligros 0.23 2022
566562197 Poteete, Rut 0.40 2020
566575932 Wreyford, Kathern 4.07 2020
566578655 Schiavi, Lesa 4.12 2021
566582137 Reveles, Lennon 3.90 2021
566604125 Nowland, Marivic 1.03 2022
566616146 Schlottmann, Alim 1.00 2019
566631399 Bolduan, Tarik 0.88 2021
566631399 Musty, Haroun 1.17 2019
566641374 Hopke, Dahmane 4.22 2018
566652018 Lichtenberger, Giovana 3.01 2021
566653950 Dellapenna, Licer 4.51 2019
566660202 Olding, Sherley 0.15 2021
566664177 Stokke, Ghali 4.06 2022
566671575 Ramsour, Loraine 3.67 2019
566676265 Gertel, Neftali 3.80 2021
566679055 Martorana, Orofila 4.63 2018
566687197 Featheringham, Ahmidou 4.91 2022
566702202 Lutao, Liubov 0.88 2021
566703529 Caputi, Nahara 3.75 2021
566715327 Urbanski, Reagan 3.63 2019
566739503 Wildsmith, Haoxuan 2.90 2022
566744835 Overocker, Tajuana 2.45 2022
566745084 Hefti, Albertino 0.09 2019
566746820 Hann, Gero 1.30 2022
566750413 Chino, Toucha 2.98 2020
566758779 Sottosanti, Alanis 4.79 2018
566765145 Ruybal, Habiba 2.69 2022
566794359 Czarnecki, Zakarya 3.81 2022
566798206 Oneel, Emilie 3.04 2021
566799963 Anelli, Astor 4.41 2022
566807715 Pizzi, Fatme 2.19 2021
566814169 Pao, Rajeev 3.00 2022
566821074 Cossa, Dory 0.51 2022
566828951 Shenkel, Dewayne 0.37 2021
566837221 Brint, Artemiza 1.12 2021
566839077 Wyrick, Yesmin 3.32 2021
566849049 Rynne, Ouafaa 0.03 2022
566859997 Prabel, Mafalda 2.99 2020
566863781 Melahn, Joselina 4.67 2020
566874153 Pleshe, Emanuil 4.19 2022
566876536 Falconeri, Nauzet 2.08 2020
566886603 Mabon, Zambra 0.15 2018
566890934 Hady, Fatemeh 1.19 2022
566893225 Hennessy, Luzmila 0.62 2019
566903567 Hizkiya, Octavi 2.21 2018
566906598 Garneau, Tabetha 4.79 2019
566909219 Sterman, Anatael 3.08 2021
566926803 Steinbaugh, Dimas 1.21 2021
566931671 Jarding, Mindaugas 1.84 2020
566936304 Finello, Laima 2.56 2018
566943243 Chivers, Diosnel 1.62 2022
566947770 Lapham, Samual 2.29 2019
566957065 Seabreeze, Todorov 1.34 2021
566960492 Lundie, Saleha 2.09 2018
566977643 Halyk, Pearl 2.40 2021
566977168 Sidi, Elba 2.46 2020
566979868 Luria, Lashunda 1.09 2022
566989039 Lowy, Donella 2.66 2022
566994490 Karlson, Shizuko 2.78 2019
566998964 Findlen, Zahya 2.15 2018
567016431 Jennifer, Belkacem 2.69 2022
567022204 Knieriem, Ievgeniia 1.16 2019
567031470 Petch, Santana 2.29 2020
567031332 Merette, Mosaab 1.64 2021
567040211 Dulan, Maxim 2.09 2019
567044019 Mundorf, Dion 0.61 2019
567046699 Wolfe, Neyzan 0.10 2021
567049391 Tantum, Amelie 4.18 2019
567050400 Citron, Taib 2.74 2019
567082848 Bohmer, Felip 0.01 2022
567084461 Lebarge, Leizuri 4.92 2019
567090267 Kemler, Yulianna 0.94 2018
567094780 Mohrman, Maudilia 1.33 2018
567128361 Lezcano, Vidalia 0.30 2022
567132679 Chimenti, Darinka 4.70 2018
567153017 Horne, Shay 2.39 2021
567157328 Northcut, Rubel 2.28 2021
567165163 Zeff, Plinio 2.27 2019
567189871 Oberfell, Petr 0.01 2018
567196401 Brouk, Stefan 4.08 2018
567202635 Paulman, Muhammed 0.92 2019
567203298 Dixon, Esmerinda 4.98 2018
567215329 Longman, Jinlong 1.43 2019
567229994 Alattar, Rosaline 1.04 2021
